ID,Name,Siret,Address,Zip Code,Type ID,Data Pass ID,Is Active,City,City Insee Code,Department Insee Code,Is Experiment,France Services Label,France Services Number,UUID
419,Espace Montluçon Jeunesse,21030185900018,22 rue des forges,3100,,4508,true,,57490,57,false,false,,bfe547c1-073d-4ef4-86b2-8c11f8d1bdd7
595,CHU/CHRS/HUDA Soissons,77568030900611,82 avenue de Reims,02200,,4739,true,Soissons,57490,57,false,false,,3d844dc3-f137-469e-9697-6e5fbadec3e5
320,France Services Albarine,24010088300018,108 rue de Docteur Temporal,1230,,4725,true,,57490,57,false,true,,2783d9b4-0ebf-4614-b035-5af8b1c91195
854,Porte-plume écrivai,89098863700017,902 CHE DE MALARIAS,7400,,5699,true,,57490,57,false,false,,6ab2103a-957d-48d5-b6ab-a0cd2c362544
936,France Services Barcelonnette,20007230400013,4 AV DES TROIS FRERES ARNAUD,4400,,6815,true,,57490,57,false,true,,d639fafb-dd8a-4f2f-b85b-8889c801f714
3830,Estérel Côte d'Azur Agglomération,20003531900108,624 chemin Aurélien CS 50133,83707,50,11216,true,SAINT-RAPHAEL,57490,57,false,false,,288c5db1-4590-4ffb-a60d-84d9bd9c5e27
513,CENTRE INFORMATION JEUNESSE DE L'AISNE,37792796700028,56 BD GRAS BRANCOURT,2000,,5548,true,,57490,57,false,false,,42d5e3a3-603a-4efd-80a3-19245757a55c
319,France Services AGORA,24010088300018,05 rue Berthelot,1500,,4723,true,,57490,57,false,true,,47e09e80-df96-4370-a0d4-163336a824e1
481,Association Familles Rurales d'Urcel,53751900100029,"14, rue de l'église",2000,,4628,true,,57490,57,false,false,,aa3c3567-954f-4811-bb39-3e900bc4ea59
4002,FRANCE SERVICES DU PAYS DE SAINT GILLES CROIX DE VIE,20002377800018,COM AGGLO - ZAE LE SOLEIL LEVANT - CS63669 - GIVRAND,85806,406,24273,true,,57490,57,false,true,,dae1ad8b-d662-42ae-9dd7-9fb68a88e4ad
723,MAIRIE DE LOYETTES,21010224000012,101 RUE DE LA MAIRIE,1360,,5465,true,,57490,57,false,false,,32aac3e0-39f8-4cbc-8518-f467c31f8e02
456,Mairie de Guise,21020342800011,91 Rue Chantraine 02120 Guise,2120,,4648,true,,57490,57,false,false,,203e6dff-8aca-4577-a025-cc712cc32741
594,Commune de Wissignicourt,21020806200013,24 RUE DE LA FORET,2320,,4751,true,,57490,57,false,false,,c207b02a-cbba-4780-989d-a7ef8ff27008
559,ESPACE FRANCE SERVICES LA FERE,20007178500014,17 RUE HENRI MARTIN,02800,,4947,true,LA FERE,57490,57,false,true,,d9091332-08df-494b-8c19-2e9a53e0423f
679,Espace France Services Vic-sur-Aisne,20007199100018,2 ET 4 RUE ST CHRISTOPHE,2290,,4967,true,,57490,57,false,true,,f315bfa1-62b2-4422-934d-fc45a0835cf7
482,CHRS Horizon,77568030903474,1 RUE DES MINIMES,2000,,4769,true,,57490,57,false,false,,baf91313-5338-4dbc-97d8-8f8bab472fe2
593,SAS/HUDA,77568030903474,1 RUE DES MINIMES,2000,,4770,true,,57490,57,false,false,,e89040a7-4b97-4652-9c30-37897a1b9c26
476,MAIRIE DE SERINGES-ET-NESLES,21020686800015,119 RUE DE L'HORLOGE,2130,,4811,true,,57490,57,false,false,,9c338dcd-4094-4fb4-a5b9-6e73d6f9684c
950,LIGUE DE L'ENSEIGNEMENT DE L'ALLIER,77904088000022,42 RUE DU PROGRES,3000,,4844,true,,57490,57,false,false,,f6fc2ec5-b158-4543-ae3c-a88a9884976b
426,UTAS de Château-Thierry,22020002600015,1 rue robert lecart,2400,,5043,true,,57490,57,false,false,,a9d24c64-7316-45cb-8e91-a12923b31ad2
696,Mairie de Flavy-Le-Martel,21020296600011,4 PL DU GENERAL DE GAULLE,2520,,4893,true,,57490,57,false,false,,a3e011cc-b26c-4d03-85be-637d2072a4f2
2587,Mairie de Chatel Saint Germain,21570134300018,13 RUE JEANNE D ARC,57160,19,12044,true,,57487,57,false,false,,4ab3609b-7120-4101-bd50-4340de02a83f
3188,Mairie de CHATEL-SAINT-GERMAIN,21570134300018,13 RUE JEANNE D ARC,57160,19,14234,true,,57487,57,false,false,,b166ec8b-781a-4318-8e73-76a7cc74dc22
1087,France Services de Morhange,20006750200019,Hôtel Communautaire 2 rue de Pratel,57340,,4078,true,,57483,57,false,true,,31a2e8d5-a8a0-4519-a558-d1bf036f9bca
3899,Amitiés Tsiganes,32928731200063,6 AV SEBASTOPOL,57070,13,25219,true,Metz,57463,57,false,false,,3db45b0a-1e66-4167-874f-86598131c558
