Name,ID,Is Active,City Insee Code,Address,Zip Code,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
Ville des Sables d'Olonne- Mairie annexe du Château d'Olonne,1049,true,85194,53 rue Séraphin Buton,85180,false,,3,,,,,,,,,,,,
ATOS,1050,true,87085,7 RUE JOSEPH CUGNOT,87280,false,,5,,,,,,,,,,,,
Ville des Sables d'Olonne- Mairie annexe et agence postale de la Chaume,1051,true,85108,Quai Rousseau Méchin,85108,false,,0,,,,,,,,,,,,
Ville Les Sables d'Olonne- Mairie annexe de la Jarrie Quartier Olonne sur Mer,1053,true,85194,Rue des Sables ( entrée via le parking situé rue de la Rigottières),85100,false,,0,,,,,,,,,,,,
Union départementale des associations familiales de la Creuse,1054,true,23003,50 AV D AUVERGNE BP142,23003,false,,15,,,,,,,,,,,,
LE COCON,1055,true,47233,1 PL DE NEUF BRISACH,47180,false,,2,,,,,,,,,,,,
Association pour le Développement de l'Habitat des Jeunes en Corrèze,1056,true,19272,3 RUE PAUPHILE,19000,false,,7,,,,,,,,,,,,
Convergence,1057,true,47106,RUE DU CHEMIN ROUGE,47500,false,,2,,,,,,,,,,,,
Médiathèque intercommunale THOUARS,1058,true,79329,20 BD BERGEON,79100,false,THOUARS,1,1,,,,,,,,,,,
Centre Communal d'Action Sociale de Bressuire,1059,true,79049,1 rue du docteur Cacault,79300,false,BRESSUIRE,5,,,,,,,,,,,,
France Services Aire sur l'Adour,1060,true,40001,4 RUE RENE MERICAM,40800,true,Aire-sur-l'Adour,6,,,,,,,,,,,,
Mairie de Meymac,1061,true,19136,PL DE L'HOTEL DE VILLE,19250,false,,2,,,,,,,,,,,,
France Services du Pays d'Orthe et Arrigans,1062,true,40224,156 RTE DE MAHOUMIC,40300,true,,5,5,1,,,,,,,,,1,
CCAS DU HAILLAN,1063,true,33200,135 AV PASTEUR,33185,false,Haillan,8,12,45,,,12,,,,28,,1,4
MAISON FRANCE SERVICES DE CILAOS,1064,true,97424,66 RUE DU PERE BOITEAU,97413,true,,3,137,719,354,8,171,2,,1,67,1,108,7
COMMUNE DE MONTROY,1065,true,17245,44 Grande Rue,17220,false,Montroy,4,,,,,,,,,,,,
MAIRIE DE TREBEURDEN,1066,true,22343,7 RUE DES PLAGES,22560,false,,2,1,,,,,,,,,,,
LIGUE DE L'ENSEIGNEMENT DU JURA - FEDERATION DES OEUVRES LAIQUES DU JURA,1067,true,39300,280 RUE DES VIOLETTES,39000,false,,2,,,,,,,,,,,,
MAISON FRANCE SERVICES CORBIGNY,1068,true,58208,3 GRANDE RUE,58800,true,,2,10,2,,,,,,,1,1,,
ESPACE SOCIOCULTUREL COEUR DU NIVERNAIS,1069,true,58035,1 PL DE LA REPUBLIQUE,58330,false,,4,,,,,,,,,,,,
MAIRIE DE TANNAY,1070,true,58284,1 PL CHARLES CHAIGNEAU,58190,false,,1,,,,,,,,,,,,
Agate Paysages,1071,true,39502,11 RTE DE SALINS,39380,false,Ounans,3,15,23,3,,1,,,2,5,11,1,
Centre Medico Social (France Service),1072,true,58062,6 PL NOTRE DAME,58120,false,,0,,,,,,,,,,,,
Mairie de DOUBS,1073,true,25462,6 Grande Rue,25300,false,,3,6,,,,,,,,,,,
Bureau des interventions,1074,true,02722,7 rue de l'Intendance 02200 SOISSONS,02200,false,SOISSONS,1,,,,,,,,,,,,
Association Habitat Jeunes Béthanie,1075,true,59350,15 RUE SAINT GENOIS,59800,false,LILLE,4,,,,,,,,,,,,
Maison des familles,1076,true,71540,Esplanade Jean-Louis Regniaud 71210 Torcy,71210,false,Torcy,6,,,,,,,,,,,,
Association Femmes Debout,1077,true,39198,63 AV VERDUN,39100,false,,5,,,,,,,,,,,,
France Services Donzy,1078,true,58077,7 rue d'Osmond,58220,true,Donzy,2,,,,,,,,,,,,
Centre social de Moulins-Engilbert,1079,true,58161,2 RUE DE LA MISSION,58290,false,MOULINS-ENGILBERT,3,,,,,,,,,,,,
BIBLIOTHEQUE MUNICIPALE DE DAIX,1080,true,21223,"6, rue de Dijon",21121,false,Daix,1,1,1,,,,,,,,1,,
EHPAD Durand Robin,1081,true,85089,104 RUE NATIONALE,85280,false,,1,,,,,,,,,,,,
ACCES,1082,true,57332,Rue des Ifs 57470 Hombourg-Haut,57470,false,,7,,,,,,,,,,,,
Régie Rurale du Plateau,1083,true,52526,4 Ancienne Gare,52160,false,,3,,,,,,,,,,,,
FACE ALSACE,1084,true,68224,6 Rue de la Bourse 68100 Mulhouse,68100,false,,4,,,,,,,,,,,,
Association Tutélaire des Vosges,1085,true,88160,8 Allée des Blanches Croix 88000 Épinal,88000,false,,3,,,,,,,,,,,,
Mon Assistant Numérique Charleville-Mézières,1086,true,08040,4 Allée des Bouvreuils,08000,false,Les Ayvelles,1,1,4,4,,,,,,,,,
France Services de Morhange,1087,true,57483,Hôtel Communautaire 2 rue de Pratel,57340,true,,3,8,15,,,3,,,,3,,6,3
RELAIS FAMILLES AZERAILLES - FRANCE SERVICES,1088,true,54199,4 place du général Helle 54122 Azerailles,54122,true,,2,17,32,2,2,8,,,5,5,3,6,1
FEDERATION MEDICO-SOCIALE,1089,true,88160,"5, rue Roland Thiery",88000,false,,4,,,,,,,,,,,,
France Services Vireux molhain,1090,true,08486,13 AV ROGER POSTY,08320,true,Vireux molhain,2,28,58,1,,7,,,5,8,9,27,1
Espace numérique de Sémaphore,1091,true,68224,7 RUE DU MOULIN,68100,false,,6,,,,,,,,,,,,
FRANCE SERVICES BRUYERES,1092,true,88297,24 avenue du Cameroun,88600,true,,1,,,,,,,,,,,,
Mission Locale du Pays de Remiremont - France Services Pays de Remiremont,1093,true,88383,26 RUE CHARLET,88200,true,,5,30,99,1,,3,,,3,3,3,86,
Communauté de Communes Seille et Grand Couronné (54),1094,true,54113,47 RUE SAINT BARTHELEMY,54280,false,Champenoux,4,34,69,6,,1,,,,8,7,39,8
Relais Familles du Saintois - France Services Vézelise,1095,true,54563,3 rue de la libération,54330,true,,0,,,,,,,,,,,,
France Services Neufchâteau,1096,true,88321,5 Square des Anciens d'Indochine,88300,true,,3,1,,,,,,,,,,,
France Services de Corcieux (Antenne de la FS de Fraize),1097,true,88262,"337 rue de la Gare, 88430 CORCIEUX",88650,true,CORCIEUX,1,,,,,,,,,,,,
CIAS de Langres,1098,true,52269,3 RUE JEAN TABOUROT,52200,false,Langres,3,4,2,,,1,,,,,,1,
MSAP CORCIEUX,1099,true,88198,337 RUE DE LA GARE,88430,false,,2,,,,,,,,,,,,
FRANCE SERVICES EPERNAY AGGLO CHAMPAGNE,1101,true,51110,10 RUE DES LORIOTS VERTUS,51130,true,,2,38,184,10,,1,,,,62,11,95,5
FRANCE SERVICES DE FRESNES EN WOEVRE,1102,true,55237,16 RUE DES EPARGES,55160,true,,2,1,,,,,,,,,,,
France Services Argonne champenoise,1103,true,51341,50 AV DE PERTISON,51800,true,,5,,,,,,,,,,,,
Mairie MONTBRAS,1104,true,55533,2 rue des Erables,55140,false,,1,,,,,,,,,,,,
France-services de BULGNEVILLE,1105,true,88516,La Poste 135 Rue de Verdun 88800 VITTEL,88800,false,VITTEL,3,,,,,,,,,,,,
Mairie de Morelmaison,1106,true,88206,34 rue de l'Eglise,88170,false,,1,,,,,,,,,,,,
Communauté de Communes Damvillers-Spincourt,1107,true,55013,3 PL LOUIS BERTRAND,55230,false,,4,15,1,,,,,,1,,,,
Mission Locale du Pays Messin,1108,true,57463,3 B RUE D ANJOU,57070,false,,2,10,22,11,,3,,,2,3,,1,2
Maison France Services Metzervisse,1109,true,57733,22B Route de Volstroff,57940,true,Metzervisse,3,25,54,8,,1,,,3,20,4,14,4
CIAS DE L'AIRE A L'ARGONNE,1110,true,55301,27 RUE DU MONT,55260,false,,1,,,,,,,,,,,,
MH4W - Pratimedia CHAUMONT,1111,true,52121,1 RUE AUGUSTE PARISOT,52000,false,Chaumont,1,2,1,1,,,,,,,,,
Commune de SOMMEVOIRE,1112,true,52088,1 PL DE L'HOTEL DE VILLE,52220,false,,1,,,,,,,,,,,,
Mon Assistant Numérique Troyes,1113,true,10387,48 RUE DES NOES,10000,false,Troyes,0,,,,,,,,,,,,
Mairie de Frauenberh,1114,true,57631,9 RUE PRINCIPALE,57200,false,,1,,,,,,,,,,,,
CASF,1115,true,67169,7 RUE DES CASERNES,67240,false,,5,,,,,,,,,,,,
Mairie d'Allarmont,1116,true,88372,29 rue Henri Valentin,88110,false,,2,,,,,,,,,,,,
CCAS DE REMIREMONT,1117,true,88383,5 PL DU BATARDEAU,88200,false,,3,4,10,,,9,,,1,,,,
FRANCE SERVICES SUIPPES,1118,true,51559,15 PL DE L HOTEL DE VILLE,51600,true,,2,,,,,,,,,,,,
Mairie de Daix,1119,true,21278,5 RUE DE FONTAINE,21121,false,Daix,2,1,,,,,,,,,,,
Agence territoriale d'Insertion savanes,1120,true,97304,PSPK avenue des roches,97310,false,,7,1,,,,,,,,,,,
Médiathèques Haut-Jura Saint-Claude,1121,true,39478,"5, place de l'Abbaye",39200,false,Saint Claude,3,,,,,,,,,,,,
Syntaxe Erreur 2.0,1122,true,71230,PL DE L EGLISE,71130,false,,5,52,240,21,,6,,,2,15,108,61,27
CONSEIL DEPARTEMENTAL DE L'ACCES AU DROIT DE LA SARTHE,1123,true,72181,1 AV PIERRE MENDES FRANCE,72000,false,,1,,,,,,,,,,,,
WIFISILVER,1124,true,97113,LD COCOYER,97190,false,,1,,,,,,,,,,,,
Maison des Séniors - Armentières,1125,true,59017,"Place du General de Gaulle
59280
Armentières",59280,false,ARMENTIERES,1,,,,,,,,,,,,
FRANCE SERVICES LOOS,1126,true,59360,100  RUE DU MARECHAL FOCH,59120,true,,2,,,,,,,,,,,,
COMMUNAUTE D'AGGLOMERATION CHAUNY - TERGNIER - LA FERE,1127,true,02456,57 BD GAMBETTA,02300,false,,2,,,,,,,,,,,,
CCAS de Sallaumines,1128,true,62771,RUE D'HOUDAIN,62430,false,Sallaumines,6,,,,,,,,,,,,
CENTRE COMMUNAL D'ACTION SOCIALE DE HASPRES,1129,true,59285,RUE JEAN JAURES,59198,false,,1,,,,,,,,,,,,
CCAS DE WORMHOUT,1130,true,59663,62 PL DU GENERAL DE GAULLE,59470,false,,1,,,,,,,,,,,,
CCAS de SIN LE NOBLE,1131,true,59569,491 Rue de Douai 59450 Sin-le-Noble,59450,false,,8,9,6,2,,1,,,1,2,,,
CENTRE D'ANIMATION LE LACAOU,1132,true,64348,37 RTE DE BAYONNE,64140,false,,4,,,,,,,,,,,,
L'ETAPE,1133,true,33213,1 PL SAINT ANTOINE,33650,false,,1,1,,,,,,,,,,,
CENTRE SOCIAL DENENTZAT,1134,true,64260,29 RUE RICHELIEU,64700,false,HENDAYE,2,,,,,,,,,,,,
France Services Simone Veil,1135,true,87161,15 rue de Beaufort,87400,true,,2,,,,,,,,,,,,
MAIRIE DE SEILHAC,1136,true,19194,4 AV JEAN VINATIER,19700,false,,3,,,,,,,,,,,,
France Services Châlus,1137,true,87032,28 avenue François Mitterrand,87230,true,,2,,,,,,,,,,,,
LA RESSOURCE AAA,1138,true,45234,106 Rue de Bourgogne 45000 Orléans,45000,false,,2,11,26,7,1,7,,,5,3,,3,
CCAS DE DREUX,1139,true,28134,22 RUE DES GAULTS,28100,false,,4,,,,,,,,,,,,
Familles rurales fédération départementale de l'Indre,1140,true,36044,148 AV MARCEL LEMOINE,36000,false,,4,,,,,,,,,,,,
Maison France Services Sancergues,1141,true,18120,8 RUE HUBERT GOUVERNEL,18140,true,,2,,,,,,,,,,,,
France Services Montlouis-sur-Loire,1142,true,37156,6 PL FRANCOIS MITTERRAND,37270,true,,3,,,,,,,,,,,,
ESSTEAM/Level Up Cluster,1143,true,59599,AV KENNEDY,59200,false,,2,,,,,,,,,,,,
Itinérante Vierzon Sologne Berry,1144,true,18263,2 RUE BLANCHE BARON,18100,false,,2,,,,,,,,,,,,
ORPADAM CLIC,1145,true,45004,25 RUE DU FAUBOURG DE LA CHAUSSEE,45200,false,,1,6,9,3,,1,,,1,3,,,1
CCAS DE BAZIEGE,1148,true,31048,16 AVENUE DE L'HERS 31450 Baziège,31450,false,,1,,,,,,,,,,,,
MonAssistantNumérique - NIMES CAMARGUE,1149,true,30189,8 Rue de la Madeleine 30000 Nîmes,30000,false,,1,,,,,,,,,,,,
Espace public numérique du CCAS de Nîmes,1150,true,30189,14 Rue des Chassaintes 30900 Nîmes,30900,false,,3,4,17,3,,,,,,2,3,8,1
Point Info Séniors (CLIC),1151,true,12142,Maison des Associations 15 avenue Tarayre,12390,false,,2,,,,,,,,,,,,
France Services Mauguio,1152,true,34154,"Agglomération du pays de l'or
300 avenue jacqueline Auriol
Zone aéroportuaire.
34137 Mauguio Cedex",34130,false,Mauguio,4,15,84,6,1,11,,,,2,55,3,6
Association Saint-Vit Informatique,1154,true,25527,1 B RUE DU FOUR,25410,false,,2,,,,,,,,,,,,
Espace de médiation - Ville de Sens,1155,true,89240,100 Rue de la République,89100,false,,4,,,,,,,,,,,,
Commune de Bellechaume,1156,true,89035,50 RUE DU PROFESSEUR RAMON,89210,false,Bellechaume,1,,,,,,,,,,,,
CCAS RIORGES,1157,true,42184,411 RUE PASTEUR,42153,false,,4,9,11,3,,,,,,1,5,,2
Association du numérique,1158,true,84019,7 Rue Emile Zola 84500 Bollène,84500,false,Bollène,4,,,,,,,,,,,,
COMMUNAUTE DE COMMUNES VENTOUX SUD Service FS,1159,true,84079,186 RUE DES PEQUELETS - QUARTIER MOUGNE,84390,false,,3,,,,,,,,,,,,
MISSION LOCALE JEUNES DU PAYS D'AIX,1160,true,13001,14 RUE CHARLOUN RIEU,13090,false,,3,,,,,,,,,,,,
Mairie de SIVERGUES,1161,true,84003,1 chemin Le Pas des Ensarris,84400,false,,1,,,,,,,,,,,,
CCAS DE THEOULE-MER,1163,true,06138,1 PL DU GENERAL BERTRAND,06590,false,THEOULE-MER,3,8,,,,,,,,,,,
"L'épi, centre socioculturel",1164,true,06094,25 PL DE PROVENCE,06470,false,,2,,,,,,,,,,,,
France Services Maulaucene,1165,true,84069,Mairie cours des Isnards,84340,true,Maulaucene,2,,,,,,,,,,,,
MAISON DE LA JEUNESSE ET DE L'EDUCATION POPULAIRE,1167,true,62473,67 B RUE JEAN JAURES,62330,false,ISBERGUES,7,,,,,,,,,,,,
Médiathèque La Marque Page,1168,true,59197,3 rue de la Reine,59710,false,Ennevelin,2,,,,,,,,,,,,
CCAS LYS LEZ LANNOY,1169,true,59367,12 BIS AVENUE PAUL BERT,59390,false,,2,,,,,,,,,,,,
CCAS ANNEZIN,1170,true,62035,RUE DE LA MAIRIE,62232,false,,2,1,,,,,,,,,,,
Mairie d'Agnetz,1171,true,60157,78 RUE DE FAY,60600,false,,2,3,4,,,,,,4,,,,
Espace France Services du Blanc - sous - préfecture,1172,true,36018,1 PL DU GENERAL DE GAULLE,36300,true,,3,,,,,,,,,,,,
Le Phénix,1173,true,14167,10 rue Elsa Triolet,14460,false,,2,,,,,,,,,,,,
Association Familles Rurales Moyon-Tessy,1174,true,50363,102 Rue de la Mairie 50860 Moyon Villages,50860,false,,2,,,,,,,,,,,,
Mon assistant numérique Caen,1175,true,14076,12 rue de Budapest,14550,false,,1,,,,,,,,,,,,
ESPACE ATHENA  CCAS-MVS,1177,true,14137,22 RUE DES ECOLES,14650,false,,1,,,,,,,,,,,,
CCAS-FRANCE SERVICES MEUNG SUR LOIRE,1178,true,45203,11 RUE SAINT-JEAN,45130,true,MEUNG SUR LOIRE,5,31,17,,,,,,4,1,9,1,2
Commune d'Argenton-sur-Creuse,1179,true,36006,69 RUE AUCLERT DESCOTTES,36200,false,,2,,,,,,,,,,,,
Centre Social de la Vallée Violette,1180,true,37122,28 RUE DE CHAMBORD,37300,false,,1,2,8,,,3,,,,,4,,1
Centre Social La Parenthèse,1181,true,87154,2 PL AUGUSTE ROCHE,87200,false,,2,,,,,,,,,,,,
Mairie de Lanton,1182,true,33229,25 Avenue David de Vignerte,33138,false,LANTON,5,35,,,,,,,,,,,
Mission Locale de l'Aggomération de Limoges,1183,true,87085,31 AV BAUDIN,87000,false,,4,,,,,,,,,,,,
France Services Vergt,1185,true,24571,3 PL CHARLES MANGOLD,24380,true,,3,85,228,38,,4,,,7,16,58,94,11
Département de la Creuse,1186,true,23096,4 PL LOUIS LACROCQ,23000,false,,3,,,,,,,,,,,,
CIF-SP Solidaires entre les âges,1187,true,86194,20 RUE DE LA CLOUERE,86000,false,,7,2,,,,,,,,,,,
Maison France Service Boulazac Isle Manoire,1188,true,24053,RES ESPACE AGORA,24750,false,Boulazac,3,,,,,,,,,,,,
CCAS DU BOUSCAT,1189,true,33069,212 avenue de tivoli,33110,false,,5,1,,,,,,,,,,,
Espace Public Numérique Armand Jubien,1190,true,79202,2 RUE DE LA CITADELLE,79200,false,Parthenay,5,,,,,,,,,,,,
Espace socioculturel le ruban Vert de Mareuil,1191,true,24253,PL ANDRE MARCHAPS,24340,false,Mareuil en Périgord,6,,,,,,,,,,,,
Centre social Vie et Rencontre,1192,true,64393,22 RUE DU COMMERCE,64360,false,,2,,,,,,,,,,,,
Association Gadjé-Voyageurs 64,1193,true,64129,ALL BERNARD LAFFITTE,64140,false,Billère,16,190,601,204,5,32,,,13,314,18,12,3
Association d'animation et de jeunesse du pays de Nexon,1194,true,87106,5 RUE JEAN-JACQUES ROUSSEAU,87800,false,,7,,,,,,,,,,,,
CSAPA/CAARUD La Kaz'Oté!,1195,true,97415,7 Chemin Pavé 97460 Saint-Paul,97460,false,,3,,,,,,,,,,,,
Fance Services de Piton des Goyaves,1196,true,97405,192 RUE MAHE DE LABOURDONNAIS,97429,false,,2,,,,,,,,,,,,
L'AS DES DEVOIRS,1197,true,97420,4 AV FRANCOIS MITTERAND,97441,false,,2,3,3,,,,,,,3,,,
Maison France Services du Tampon,1198,true,97422,256 RUE HUBERT DELISLE,97430,true,,6,,,,,,,,,,,,
Le Jardin Maraicher du Beaunois,1199,true,45030,AIRE DU LOIRET,45340,false,BEAUNE LA ROLANDE,11,4,,,,,,,,,,,
CENTRE SOCIAL RURAL INTERCOMMUNAL FRANCOIS MAILLARD,1200,true,60516,4 RUE DES ECOLES,60850,false,,2,2,,,,,,,,,,,
Maison de Quartier du Centre-Ville de Valenciennes,1201,true,59606,10 Rue des Ursulines 59300 Valenciennes,59300,false,,1,,,,,,,,,,,,
Centre Social Rural du canton de Grandvilliers,1202,true,60286,32 RUE FREDERIC PETIT,60210,false,Grandvilliers,10,,,,,,,,,,,,
CCAS de Bergues,1203,true,59016,PL DE LA REPUBLIQUE,59380,false,,4,,,,,,,,,,,,
Mairie de Mons en Pévèle,1204,true,59411,RUE DU MOULIN,59246,false,,2,,,,,,,,,,,,
CCAS DE ROSULT,1205,true,59526,341 RUE DU CAPITAINE DEKEN,59230,false,,1,,,,,,,,,,,,
Mairie d'Hordain,1206,true,59313,10 PL DE LA MAIRIE,59111,false,,1,,,,,,,,,,,,
MAIRIE DE TRESSIN,1207,true,59602,1 RUE DU STADE ACHILLE D HALLUIN,59152,false,,2,,,,,,,,,,,,
SGCD,1208,true,41018,PL DE LA REPUBLIQUE,41000,false,,1,,,,,,,,,,,,
FRANCE SERVICES DE MEHUN-SUR-YEVRE,1209,true,18141,3 RUE CATHERINE PATEUX,18500,true,,1,12,113,8,,,,,1,2,36,66,
MJC Lézignan-Corbières,1210,true,11203,25 Rue Marat 11200 Lézignan-Corbières,11200,false,,3,,,,,,,,,,,,
GERS SOLIDAIRE,1211,true,32013,50 Chemin de Baron 32000 Auch,32000,false,,1,,,,,,,,,,,,
Fédération Familles Rurales du Tarn,1213,true,81004,674 route de Castres,81990,false,PUYGOUZON,4,,,,,,,,,,,,
Maison des Proximités Prado Concorde,1214,true,34057,RUE DE LA CROUZETTE,34170,false,,4,,,,,,,,,,,,
France services ESCALE 4C,1215,true,81108,33 promenade de l'AUTAN,81170,true,,7,2,1,,,1,,,,,,,
Espace public numérique du Centre Socio-Culturel Et Sportif Jean Paulhan,1216,true,30189,"72, Avenue Monseigneur Claverie",30000,false,,5,138,677,274,5,171,5,,12,51,82,31,46
CCAS MAIRIE Séméac,1217,true,65417,1 place Aristide Briand,65600,false,,1,3,3,1,,2,,,,,,,
Espace public numérique du Centre Social André Malraux,1218,true,30189,2 Avenue de Lattre de Tassigny,30000,false,,5,471,2400,51,6,108,86,58,275,1592,89,8,127
Espace Public numérique du Centre socio-culturel et sportif Emile Jourdan,1219,true,30189,2 Rue Clérisseau,30000,false,,1,,,,,,,,,,,,
Espace public numérique de la Bibliothèque Carré d'Art de Nîmes,1220,true,30189,place de la maison carrée,30000,false,,4,,,,,,,,,,,,
Espace public numérique de la Médiathèque Marc Bernard,1221,true,30189,1 Place Debussy,30000,false,,0,,,,,,,,,,,,
ESPACE GENERATION RETRAITE,1222,true,34003,2 AVENUE DU 8 MAI 1945,34300,false,,4,,,,,,,,,,,,
MAIRIE AURIEBAT,1223,true,65304,1 RUE JEAN CLAUDE BRUNET,65700,false,auriebat,1,,,,,,,,,,,,
Commune de St Hippolyte du Fort / MSAP,1224,true,30263,PL DE LA MAIRIE,30170,false,Saint-Hippolyte-du-Fort,3,,,,,,,,,,,,
France services  Cazals-Salviac,1225,true,46297,place Marie Sudres,46340,true,,2,,,,,,,,,,,,
Commune de Thiberville,1227,true,27629,14 RUE DE LISIEUX,27230,false,,2,,,,,,,,,,,,
Maison France Services Evrecy,1228,true,14257,2 RUE D'YVERDON,14210,true,Evrecy,3,1,1,,,,,,,,1,,
France Services,1229,true,14715,4 quai Albert 1er,14360,true,,4,2,4,,,3,,,,1,,,
France Services Signy l'Abbaye - Médiathèque Centre Social Yves Coppens,1230,true,08419,27 rue de Thin,08460,true,Signy l'Abbaye,3,23,64,29,,2,,,,18,,6,9
POINT INFO 14 May sur Orne,1231,true,14408,Mairie - Rue Eugène Figeac,14320,false,,1,,,,,,,,,,,,
Mairie de Raon les Leau,1232,true,54423,4 RUE DE LA MAIRIE,54540,false,,0,,,,,,,,,,,,
CCAS de Mondeville,1233,true,14437,6 RUE CHAPRON,14120,false,MONDEVILLE,2,,,,,,,,,,,,
Médiatheque de Ludres,1234,true,54328,PL FERRI DE LUDRE,54710,false,,1,,,,,,,,,,,,
CENTRE SOCIOCULTUREL JEUNES SENIORS FAMILLES,1235,true,14333,AV DU CANTELOUP,14600,false,,1,,,,,,,,,,,,
POINT INFO 14 FRANCE SERVICES (à supprimer),1236,true,14370,16 RUE EMILE DEMAGNY,14230,true,Le Molay-Littry,0,,,,,,,,,,,,
Pôle de Proximité du Coeur Cotentin,1237,true,50615,22 rue de Poterie,50700,false,,2,2,15,,,,,,,,,15,
Mon Assistant Numérique Luneray,1238,true,76400,48 RUE DES SIAMOISIERS,76810,false,,1,,,,,,,,,,,,
APF France handicap Territoire Alsace,1239,true,67482,13 RUE D OBERNAI,67000,false,,1,,,,,,,,,,,,
Maison du Territoire de Criquetot l'Esneval - France Services,1240,true,76351,"19 RUE GEORGES BRAQUE

Autre adresse :
28 route de Vergetot 
76280 Criquetot l’Esneval",76600,true,Criquetot l’Esneval,3,,,,,,,,,,,,
SECOURS POPULAIRE FRANCAIS FEDERATION DE MEURTHE ET MOSELLE,1241,true,54395,100 AV DU GENERAL LECLERC,54000,false,,2,,,,,,,,,,,,
France Services,1242,true,76484,Rue de la Liberté,76350,true,,1,22,63,2,,4,,,1,16,26,11,3
centre social et familial Victor Hugo,1243,true,67447,4 RUE VICTOR HUGO,67300,false,,3,,,,,,,,,,,,
FAMILLES RURALES FEDERATION DEP MANCHE,1244,true,50321,680 RUE DUNANT,50000,false,,1,,,,,,,,,,,,
Médiathèque,1245,true,14271,21 Place des Drakkars,14123,false,,1,,,,,,,,,,,,
FRANCE SERVICES PONT D OUILLY,1246,true,14764,1 PLACE CHARLES DE GAULLE,14690,true,,2,4,29,3,,3,,,,8,3,12,
Maison de services Val ès dunes,1247,true,14456,10 rue Léonard Gille,14370,false,,2,,,,,,,,,,,,
mairie de ponts sur seulles,1248,true,14200,3 Bis rue Saint Sylvestre,14480,false,,1,,,,,,,,,,,,
Commune de Tourneville,1249,true,27659,RTE DE LA VALLEE,27930,false,,1,,,,,,,,,,,,
CCAS Bayeux - accueil,1250,true,14047,40 RUE DU DOCTEUR MICHEL,14400,false,,4,7,72,,,,,,3,4,,58,7
Mon Assistant Numérique Epinal,1251,true,88160,21 RUE EMILE MOSELLY,88000,false,,1,,,,,,,,,,,,
FRANCE SERVICES,1252,true,14712,PL PAUL QUELLEC,14670,true,,2,,,,,,,,,,,,
AR PRO NUMERIQUE - MON ASSISTANT NUMERIQUE STRASBOURG,1253,true,67495,28 RUE DES FAUVETTES,67370,false,,0,,,,,,,,,,,,
CCAS de Courseulles-sur-mer,1255,true,14191,4 rue arthur leduc,14470,false,Courseulles-sur-mer,4,4,1,,,,,,,1,,,
mairie de Badonvilliers-Gérauvilliers,1256,true,55215,19 GRANDE RUE,55130,false,,0,,,,,,,,,,,,
Maison de Services au Public Souleuvre,1257,true,14061,2 PL DE LA MAIRIE,14350,false,,3,4,17,1,,,,,,,10,6,
PREFECTURE DE L'EURE - BUREAU DES ACCUEILS,1258,true,27229,Boulevard Georges Chauvin 27000 Évreux,27000,false,,1,,,,,,,,,,,,
Centre Social Le Lac,1259,true,08409,AV CHARLES DE GAULLE,08200,false,,1,,,,,,,,,,,,
France Services Durrenbach,1260,true,67132,1 RUE DE L'OBERMATT,67360,true,,4,3,2,,,,,,,,,2,
France Services Saint Nicolas de Port,1261,true,54483,4 PL DE LA REPUBLIQUE,54210,true,,3,36,,,,,,,,,,,
Centre Communal d'Action Sociale PERPIGNAN,1262,true,66136,38 B RUE DU COUVENT LA MERCI,66000,false,,16,17,69,6,,7,,,,7,2,47,
France Services LES AVANT-MONTS,1263,true,34178,27 BIS AVENUE DE LA REPUBLIQUE,34490,true,Murviel-lès-Béziers,2,1,1,,,,,,,,,1,
Mairie de Bourgs sur Colagne,1264,true,48092,26 AV DE LA REPUBLIQUE,48100,false,,3,,,,,,,,,,,,
MAISON FRANCE SERVICES ISLE EN DODON,1265,true,31347,18 Avenue du Commandant TAillefer,31230,true,,2,,,,,,,,,,,,
MAISON FRANCE SERVICES BOULOGNE SUR GESSE,1266,true,31080,4 Boulevard Bergougnan,31350,true,,2,10,,,,,,,,,,,
PREFECTURE DE LA LOZERE,1267,true,48095,4 RUE DE LA ROVERE,48000,false,,1,,,,,,,,,,,,
France Services - La Salvetat-sur-Agout,1268,true,34293,6626 VOIE PASTORALE,34330,true,La Salvetat-sur-Agout,1,,,,,,,,,,,,
France Services du grand pic saint loup,1269,true,34274,9 place de la mairie,34380,true,,3,11,39,1,,1,,,5,4,17,1,10
CCAS MILLAU,1270,true,12145,70 PL DES CONSULS,12100,false,,2,2,2,,,,,,1,,,,1
Association Energies de la Piège,1271,true,11371,9 rue des Rosiers,11410,false,,3,6,11,,,2,,,3,4,2,,
France service Eauze,1272,true,32119,PL DE LA REPUBLIQUE,32800,false,,3,113,762,9,1,121,,,5,171,327,90,38
France Services du Volvestre,1273,true,31107,111 AV DE TOULOUSE,31390,true,,4,26,49,4,,6,,,3,6,14,16,
Service Interventions et actions sociales - CCAS Montauban,1274,true,82121,285 AV DU PERE LEONID CHROL,82000,false,,4,,,,,,,,,,,,
