Name,ID,UUID,Is Active,City Insee Code,Address,Zip Code,Siret,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
Médiathèque Bernard Pivot (Caluire et Cuire),142,ac55b1da-ae7d-42f0-aa0b-8a5b6e755979,false,69034,Place du Docteur Frédéric Dugoujon 69300 Caluire-et-Cuire,69300,21690034000011.0,false,Caluire Et Cuire,3,,,,,,,,,,,,
Association pour le développement local - Villeurbanne,143,a81d1929-f305-4c0d-a49b-b2506453237d,true,69266,13 Rue Docteur Ollier,69100,34805258000035.0,false,Villeurbanne,7,12,11,2,1,2,3,,1,,2,,
Mairie de Plouasne,144,575f878f-488d-4c76-b254-583c3f0cb15a,true,22208,Place de l'Eglise 22830 Plouasne,22830,21220208900018.0,false,Plouasne,3,6,39,10,,3,,,1,,,22,3
Espace France Services (Communauté de Communes de Saint-Méen Montauban),145,73f75f27-0fb6-4f4a-a51e-a88730640eeb,true,35320,22 rue de Gael,35360,20003899000012.0,true,Saint Méen Le Grand,3,4,7,,,,,,4,,,3,
Maison France Services de Saint-Aubin-du-Cormier,147,47fcd92e-ceca-47c7-8e1f-848d8ef0267c,true,35253,3 rue de la Libération – 35140 Saint-Aubin-du-Cormier,35140,24350077400043.0,true,St Aubin Du Cormier,2,,,,,,,,,,,,
Commune de BOHAL,148,94b558c9-1222-4d29-904f-0e32c452471c,true,56124,Allee des Acacias 56140 Bohal,56140,21560020600019.0,false,Malestroit,1,1,1,,,,,,1,,,,
Mon Assistant Numérique Vannes,149,c4b2a92c-2882-4b23-b4f3-b5e4ba4e0536,true,56247,9 Residence de Kerprat 56250 Saint-Nolff,56250,84948700400012.0,false,Sulniac,1,,,,,,,,,,,,
ASSOCIATION RUN ACTION,150,88aa67fb-5535-4fcf-a49c-83e9c3517d07,true,97411,"21 RUE GEORGES POMPIDOU, ALLEE DU ZOO, LE CHAUDRON",97490,51411642500018.0,false,St Denis,4,,,,,,,,,,,,
FAMILLES RURALES FEDERATION DE LA REUNION,151,6a9a9a69-df39-43c8-be67-af335e0960b9,true,97403,"110 bis Rue Defaud

Autre adresse :
Mr DIJOUX René Claude 
Président 
24 bis impasse Joseph Bédier 97430 le tampon",97414,80974112700033.0,false,Entre-Deux,2,,,,,,,,,,,,
COMMUNE DU TAMPON (COHESION SOCIALE),152,5994575e-3e2a-4574-ba3c-b504737cd701,true,97422,137 AVENUE DE L'EUROPE,97430,21974022200019.0,false,Le Tampon,5,5,6,,,2,,,,,,4,
Espace Numérique Sud Charente,153,77110b95-3a4d-4bdb-8570-a3ae04dfabae,true,16230,3 Avenue Henri Dunant 16190 Montmoreau,16190,81834687600019.0,false,Montmoreau,7,3,8,2,,,,,,,,,6
atelier graphite,154,eb914b27-c977-48b5-989e-5e34a5d40ad2,true,33063,157 Cours Balguerie Stuttenberg 33300 Bordeaux,33300,49428909300028.0,false,Bordeaux,5,,,,,,,,,,,,
Simple Comme Sarah,155,bfba3881-e2b6-49c5-a25d-f1cd4cf64da8,true,17300,55 rue Rigault de Genouilly 17450 Fouras.,17450,84789646100013.0,false,Fouras,1,,,,,,,,,,,,
Centre social et culturel Christiane Faure,156,f876cf2e-09fd-47f0-b27d-3f8dff1eb1f5,true,17300,41 Rue Thiers,17000,78134189600020.0,false,La Rochelle,3,,,,,,,,,,,,
CCAS DE POITIERS,157,58144666-be52-4385-b268-2bd3f1cf0053,true,86194,45 Rue de la Marne 86000 Poitiers,86000,26860017800225.0,false,Poitiers,22,2,,,,,,,,,,,
Espace de vie sociale Diapason du vic-bilh,158,c9216310-560b-4623-b982-d872e2cc10d7,true,64394,23 Rue des Pelhans 64350 Lembeye,64350,49758433400021.0,false,Monpezat,3,15,34,,,,,,1,,,33,
Centre Alexis Peyret,159,f1b20e40-2091-4ccf-8f38-043c20beacb3,true,64519,2 Rue Aristide Finco 64121 Serres-Castet,64121,39123108100012.0,false,Serres-Castet,3,46,124,14,,17,,,4,25,3,26,35
CCAS CENON,160,4f0eecfc-f13d-46f5-bf9f-df6f6827ec1a,true,33119,1 Avenue Carnot 33150 Cenon,33150,26330117800012.0,false,Cenon,12,,,,,,,,,,,,
"Mission Locale de l'Agenais, de l'Albret et du Confluent",161,3e79bb77-cfcb-4a99-b567-45980b14373e,true,47001,70 Boulevard Sylvain Dumon 47000 Agen,47000,38988650800040.0,false,Agen,21,,,,,,,,,,,,
CCAS OLORON SAINTE MARIE,162,b2ffbe6f-a446-4258-a020-d75eb47af50c,true,64422,Place Georges Clemenceau 64400 Oloron-Sainte-Marie,64400,26640403700019.0,false,Oloron Ste Marie,4,12,11,4,,1,,,2,4,,,
La MedNum,163,f0da903c-7735-4b41-aec5-f51c9610f20f,true,75102,Liberté Living Lab - 9 rue d'Alexandrie 75002 Paris.,75002,83167389200012.0,false,Paris,0,,,,,,,,,,,,
France Services CCVO Ribemont,164,1f25f62d-187b-4fc1-9df1-c3f04102d087,true,02648,12 place du château,02240,20004042600013.0,true,Ribemont,1,2,1,,,,,,1,,,,
Maison des Solidarités de Beaumont,165,250dfcad-44c9-4c3d-b763-3be22b0b2ed8,true,63032,30 CHEMIN DU MAS,63110,22630001000015.0,false,Beaumont,17,5,8,,,1,,,3,,,4,
Régie de Territoire des 2 Rives,166,6d43687b-2944-4dca-bd91-5e95f5f8f112,true,63216,"Boulevard de la Porte Neuve, COUR DE VALMY
63160 BILLOM",63160,80741568200010.0,false,Billom,7,11,21,13,,,,,,3,1,3,1
MDS/FRANCE SERVICES ROCHEFORT MONTAGNE,167,85486cdc-5e7f-4b11-a7ff-55334be9e1fa,true,63264,12 ROUTE DE BORDAS,63210,22630001000015.0,true,Orcival,5,7,1,,,,,,,,,1,
M@n Mon Assistant Numérique Limagne Volcans,168,1bbbb614-93a3-4b02-adbc-46a1c7695245,true,63001,1 Chemin de la Matre - Tressat 63260 Chaptuzat,63260,89170584000017.0,false,Chaptuzat,1,,,,,,,,,,,,
Maison des Solidarités de Thiers,169,aa92b774-ae8a-4792-85bf-ce8db635bbea,true,63430,20 rue des Docteurs Dumas,63300,22630001000015.0,false,Thiers,25,,,,,,,,,,,,
Maison des Solidarités de Chamalières CD63,170,809b9822-5cce-4cb5-ac17-a5c0e6d0381a,false,63075,1 rue d'Assas,63400,22630001000015.0,false,Chamalieres,8,2,4,,,,,,2,,,2,
France Services de Cormicy,171,8a10b7d8-02ef-42ca-9b58-53ba7a940824,true,51171,5 Place d'Armes 51220 Cormicy,51220,20007338500011.0,true,Cormicy,2,34,119,12,,5,,,1,25,3,65,8
L.A Plateforme SCIC,172,a0e83ae9-b9b6-49e2-a1c1-517d0dd44fed,true,97415,Le Guillaume 97460 Saint-Paul,97460,83971737800021.0,false,St Paul,3,,,,,,,,,,,,
"AGAME, insertion par l'informatique",173,20838f54-6d99-47a6-b741-305da5831a28,true,97408,198 Chemin Departemental 41 97419 La Possession,97419,80856844800019.0,false,La Possession,7,,,,,,,,,,,,
CCAS Thorigné Fouillard,174,ebee0ee8-9c9f-44b5-a0f2-79af54565307,true,35334,Esplanade des Droits de l'Homme,35235,26350306200048.0,false,Thorigne Fouillard,3,,,,,,,,,,,,
Camping-car France-Services MSA/CCKB,175,d17d8d35-3f9e-49e2-a758-2f4ae03a14fa,true,22266,6 Rue Joseph Pennec 22110 Rostrenen,22110,24220071500074.0,true,Rostrenen,4,,,,,,,,,,,,
Médiathèque Ménouvel,176,ec588ec9-fcf2-4b5e-adbc-898732add5e2,true,35152,20 rue Jean-Marie Pavy 35340 La Bouëxière,35340,21350031700010.0,false,Liffre,1,,,,,,,,,,,,
centre social de l'Olivier,178,00844ed9-5cbe-40e1-910c-3c83520fc250,true,69290,30 Rue Maréchal Leclerc 69800 Saint-Priest,69800,41825381100016.0,false,St Priest,5,,,,,,,,,,,,
Le Forum,179,1992f082-71e4-4c5f-8bb7-133f47f909a3,true,26289,13 Rue Raoul Lambert 26340 Saillans,26340,45263919800012.0,false,Saillans,2,4,1,1,,,,,,,,,
Pôle Médico-Social Balmettes,180,ce4e67a0-529a-4977-a70c-0da7237a5657,true,74010,1-3 avenue Lucien Boschetti - ANNECY,74000,22740001700074.0,false,Annecy,8,,,,,,,,,,,,
Pôle médico-social de Novel Plaine,181,2c3acc6a-9c03-4cd0-aa66-fca4c6ef7b86,true,74010,Rue de l’École normale ANNECY,74000,22740001700074.0,false,Annecy,11,,,,,,,,,,,,
PMS de Périphérie et Vallées,182,fd30cc89-24da-4624-8c8a-5a751ea687c7,true,74010,Non renseigné,74000,22740001700074.0,false,Annecy,4,,,,,,,,,,,,
Pôle Médico-Social des Voirons,183,a78660cc-a4df-4edb-84d4-4b603e571146,true,74012,"7 Bis Place Porte Bonheur,",74100,22740001700074.0,false,Annemasse,11,,,,,,,,,,,,
Pôle Médico-Social d'ANNEMASSE,184,bafb0d59-2f58-4daa-bbcf-2c7c792652ea,true,74012,"19 Avenue Emile Zola ANNEMASSE

Autre adresse :
DET Du Genevois 
2, bis Léon Bourgeois
74100 VILLE-LA-GRAND",74100,22740001700074.0,false,Ville-La-Grand,17,,,,,,,,,,,,
PMS de Douvaine,185,aa492fc1-a757-4ce1-b6c0-bb5a43f0df8d,true,74263,"Le Richelieu, 8, rue du Bourg Neuf",74140,22740001700074.0,false,Sciez,7,5,10,,,4,,,,6,,,
POLE MEDICO-SOCIAL DE BONNEVILLE,186,5a9db0cd-2249-4ab0-b4a5-2200468bffea,true,74042,50 RUE SAINTE-CATHERINE BONNEVILLE,74130,22740001700074.0,false,Bonneville,9,,,,,,,,,,,,
Pôle Medico-social de Rumilly,187,1998318a-c70a-47a5-98e8-6c95ff9c7418,true,74225,16 avenue Edouard André,74150,22740001700074.0,false,Rumilly,10,,,,,,,,,,,,
POLE MEDICO-SOCIAL  DE PASSY/SAINT GERVAIS,188,565543c3-8aa3-4f7f-81b3-eb71d210e670,true,74208,176 AVENUE DE MARLIOZ,74190,22740001700074.0,false,Passy,3,,,,,,,,,,,,
PMS THONON OUEST,189,86d95f66-6823-4dcd-b334-2f08f20df0f2,true,74005,"2,Avenue du vernay",74200,22740001700074.0,false,Allinges,9,1,2,,,,,,,2,,,
Mairie de Plumaudan - Espace Cybercommune,190,1184d38e-16ce-431e-b849-8ef23f15d123,true,22032,Rue Cassiopée,22350,21220239400012.0,false,Caulnes,2,,,,,,,,,,,,
PMS d'Evian,191,a89a6bc2-2281-470b-a38c-1ba96642577c,true,74005,"26, avenue des sources",74200,22740001700074.0,false,Allinges,8,8,27,1,,18,,,1,3,,3,1
Espace France Services de la Communauté de Communes Côte d'Emeraude,192,77fb235e-2033-46e8-bd26-7fa5231457c1,true,35228,1 Esplanade des Equipages 35730 Pleurtuit,35730,24350072500110.0,true,Pleurtuit,3,13,53,,,1,,,,,48,4,
PMS THONON EST,193,424f46e1-804f-480a-86ab-6358e92d6e78,true,74005,81 Avenue d'Evian,74200,22740001700074.0,false,Thonon-Les-Bains,12,,,,,,,,,,,,
Pôle Médico-Social FAVERGES,194,5d452cf6-97e7-4e6a-b796-296518dfd490,true,74072,"30, route d'Albertville - FAVERGES",74210,22740001700074.0,false,Chevaline,7,,,,,,,,,,,,
CCAS de Dunkerque - service Insertion socio-professionnelle,195,ec8a16dd-1175-4e80-88e4-60928e356d8f,true,59183,30 Rue du Chateau 59140 Dunkerque,59140,20002716700101.0,false,Dunkerque,1,,,,,,,,,,,,
FRANCE SERVICES PLOUHA,196,17a7da2e-3a02-4af2-a7db-ed6628f89742,true,22222,15 avenue Laennec 22580 Plouha,22580,21220222000019.0,true,Plouha,3,1,,,,,,,,,,,
PIMMS PORTES DE PROVENCE,197,957cfd43-67ef-49f2-936a-eb0e7d4ed4e9,true,26116,130 Avenue de la Gare 26290 Donzère,26290,51928155400021.0,false,Donzere,12,91,30,,,,,,,7,8,11,4
CCAS Dunkerque - Antenne de Dunkerque centre,198,e46ad5d1-a156-4c83-89e0-465159b162dd,true,59183,Ruelle aux pommes,59140,20002716700101.0,false,Dunkerque,8,,,,,,,,,,,,
CCAS Dunkerque - Antenne de Jeu de mail / Petite-Synthe,199,7d2642f3-c483-498a-9350-a2a08bbb4729,true,59183,3 - 5 rue du Jeu de Mail,59140,20002716700101.0,false,Dunkerque,11,1,,,,,,,,,,,
FRANCE SERVICES LE MENE,200,5eb6cf9a-5309-42fd-b8dc-d7053e75d60b,true,22046,24 La Croix de Jeanne Even 22330 Le Mené BP3,22330,20005429400018.0,true,Le Mene,1,,,,,,,,,,,,
Familles Rurales - Fédération des Côtes d'Armor,201,19de98c8-9f10-4702-8b99-90f31a3c5168,true,22278,21 Boulevard Clemenceau,22000,32623239400048.0,false,Saint-Brieuc,5,,,,,,,,,,,,
Maison France Services de Romillé,202,9a86a232-fe01-477a-9b24-cd59dd06f71f,true,35216,Place des Frères Aubert 35850 Romillé,35850,21350245300011.0,true,Parthenay De Bretagne,3,,,,,,,,,,,,
Pôle médico-social de Thônes,203,2e4bb288-9115-4a12-a50e-0499a8da15b8,true,74160,4 Rue du Pré de Foire THONES,74230,22740001700074.0,false,Manigod,3,,,,,,,,,,,,
APIJE Étang de Thau,204,3b9d339e-2bd4-4240-81e0-d466d3fb7b75,true,34301,3 Place Delille 34200 Sète,34200,34422913300188.0,false,Sete,0,,,,,,,,,,,,
POLE MEDICO-SOCIAL DE CLUSES,205,65f0ae13-4016-416e-8514-076398c395be,true,74081,37 A RUE DU DR JACQUES ARNAUD,74300,22740001700074.0,false,Cluses,13,5,50,1,,25,,,,17,,3,4
POLE MEDICO-SOCIAL  DE CHAMONIX,206,26a50c9b-e300-4b8f-b49f-70b1dc6150e9,true,74056,286 RUE DU LYRET,74400,22740001700074.0,false,Chamonix Mont Blanc,5,1,,,,,,,,,,,
POLE MEDICO-SOCIAL DE TANINGES,207,4a559d19-021f-4289-841d-41cc14436803,true,74276,1 BIS CHARTREUSE DE MELAN TANINGES,74440,22740001700074.0,false,Taninges,4,,,,,,,,,,,,
POLE MEDICO-SOCIAL DE SALLANCHES,208,260e8b8f-19b8-44a7-8d21-d7a6e3b296d3,true,74256,118 RUE GUER,74700,22740001700074.0,false,Sallanches,8,9,55,,,10,,,1,24,,18,2
POLE MEDICO-SOCIAL DE LA ROCHE SUR FORON,210,96ff7bd7-c6c8-407d-952f-16f334bd1d4b,true,74224,65 FAUBOURG SAINT-BERNARD,74800,22740001700074.0,false,La Roche Sur Foron,5,,,,,,,,,,,,
Pôle médico-social d'Annecy Le Vieux,211,d10d6c9e-56c0-4c2b-aa9a-afee5a38debf,true,74010,35 rue de Verdun ANNECY,74940,22740001700074.0,false,Annecy,6,,,,,,,,,,,,
Pôle médico-social de St Julien en Genevois,212,160e67ba-91bb-4ed4-b58c-216bda692a67,true,74243,3 rue du jura,74160,22740001700074.0,false,St Julien En Genevois,10,,,,,,,,,,,,
Pôle médico-social de Reignier,213,d2ce01d1-7b2e-4124-aa53-b815e0afa516,true,74220,391 grande rue,74930,22740001700074.0,false,Reignier Esery,6,12,37,2,,12,,,,13,,9,1
POLE MEDICO-SOCIAL DE SCIONZIER,214,f837dd1d-5801-4dd7-a2f7-ce7155006899,true,74264,2 PLACE DU FORON,74950,22740001700074.0,false,Scionzier,6,3,2,2,,,,,,,,,
PMS Cran-Gevrier,215,7650fe39-40c6-4183-8f12-2c4e26660b3c,true,74010,1 passage des Halles Cran-Gevrier,74960,22740001700074.0,false,Annecy,7,,,,,,,,,,,,
Pôle Medico-social de Meythet,216,598b0534-f1da-43a2-9354-2032239dbe75,true,74010,"Imeuble le Rabelais,21  rte de frangy",74960,22740001700074.0,false,Annecy,6,11,10,4,,,,,,3,,2,1
Pôle médico-social de Gaillard,217,42f845eb-8b7e-4e5d-b876-b45f9b4c9dff,true,74133,"6 Impasse des Hutins, Gaillard",74240,22740001700074.0,false,Gaillard,8,,,,,,,,,,,,
pôle médico-social de St Jeoire,218,534b3cbd-ca5f-4a50-a47c-a61d43e6372e,true,74205,place de l'église,74490,22740001700074.0,false,Onnion,5,,,,,,,,,,,,
Mairie Jugon Les Lacs Commune Nouvelle,219,a0cebe5e-36c3-4f3e-88a0-930c1783c0f6,true,22145,23 rue de Penthièvre  22270 Jugon-les-Lacs - Commune nouvelle,22270,20005671100019.0,false,Megrit,4,1,,,,,,,,,,,
France Services MONSOLS DEUX-GROSNES,220,062ac2b9-7575-4e56-9355-3e4a4391e268,true,69135,6 place de la fontaine MONSOLS,69860,35600000000048.0,true,Deux Grosnes,2,,,,,,,,,,,,
FabLab H3O,221,8c022a9e-be7b-49b8-927d-77fe74290b40,true,97402,11 Cite Artisanale,97412,81796720100028.0,false,Bras-Panon,8,,,,,,,,,,,,
CCAS de Kani-Keli,222,c74b08e9-1d33-4634-b57a-f32e2e8d1507,true,97609,1 Rue de la Mairie,97625,20008106500019.0,false,Kani-Kéli,10,,,,,,,,,,,,
France Services Mareuil,223,2e0c8cd9-9f2c-4b70-bce8-4a69105406d0,true,24253,Boulevard Bouteiller,24340,35600000002306.0,true,Mareuil En Périgord,1,16,229,15,,7,,,13,5,35,154,
Mairie de CHATEAUBERNARD,226,b718bfc8-1719-477d-a6c1-d2f015f5a32f,true,16102,2 rue de la commanderie,16100,21160089500018.0,false,Cognac,1,1,,,,,,,,,,,
CCAS de Fougères,227,31988513-ec65-4ef8-ada7-cbfba8e9caba,true,35115,88 Rue de la Forêt 35300 Fougères,35300,26350107400060.0,false,Fougeres,8,1,,,,,,,,,,,
Commune de Saint-Solve,228,3d812528-4e43-4da0-a4e6-8e35d7f43fcc,true,19153,2 route de la Gare 19130 Saint-Solve,19130,21192420400012.0,false,Objat,1,,,,,,,,,,,,
Prefecture de la Vienne,229,8f59b971-66ac-4d0a-a3f9-33a1fb6ff397,true,86194,7 Place Aristide Briand 86000 Poitiers,86000,17860001100013.0,false,Poitiers,3,,,,,,,,,,,,
Communauté de Communes du Pays de Saint-Yrieix,230,2d6e9a99-7783-4be9-89d4-4c9809d8ed9f,true,87187,Rue du 8 mai 1945 87500 Saint-Yrieix-la-Perche,87500,24870018900017.0,false,Saint-Yrieix-La-Perche,3,35,78,,,2,,,,15,54,6,1
Commune de Saint Aubin du Cormier,231,bfe16c14-a82b-49ef-b3c9-1e59d79b36ff,true,35253,"3, rue de la Libération 35140 Saint-Aubin-du-Cormier",35140,21350253700011.0,false,St Aubin Du Cormier,2,,,,,,,,,,,,
Maison France Service MTSAMBORO,232,1c90bc96-0ce2-444e-a4f5-c07bfb6304b7,true,97612,"Maison France Service, 12 Avenue du Stade de foot d'Hamjago",97630,20006817900015.0,true,M'Tsamboro,8,,,,,,,,,,,,
Accueil des Gens du Voyage en Ille et Vilaine,233,9c7be086-9eae-4a2d-ac99-52cc09622eec,true,35238,9 Rue François Tanguy-prigent 35000 Rennes,35000,13000586100039.0,false,Rennes,9,9,15,,,,,,4,1,10,,
CCAS de Saint-Louis (La Réunion),234,90485f16-a803-4efb-b497-ca474d38daaf,true,97414,5 rue Victor Hugo - CS 41006 - SAINT-LOUIS CEDEX,97450,26974014800011.0,false,Saint-Louis,39,257,89,,,3,,,,84,,,2
CCAS Dunkerque - Antenne de Malo-les-Bains/Rosendaël,235,964db9f9-f4de-4f97-8bd6-5b749cb219f6,true,59183,Place Ferdinand Schipman,59240,20002716700101.0,false,Dunkerque,11,1,,,,,,,,,,,
Médiathèque Antoon Krings,236,d91aa0dd-c040-4786-9f39-74b5e7e9f7f9,true,59249,"9, rue Faidherbe",59610,21590249500013.0,false,Fourmies,3,2,,,,,,,,,,,
"MonAssisatnt Numérique, Littoral Opale",237,cffa56b3-5ab6-4029-89ad-e4e4a23f521f,true,62560,25 rue les Fermettes,62250,88263237500011.0,false,Marquise,1,,,,,,,,,,,,
CCAS TOURCOING ACTIFS EMPLOI,238,bc5d4026-b1d5-43db-936b-5b3d5ae5d934,true,59599,30 rue des Ursulines,59200,26590599200011.0,false,Tourcoing,42,40,52,3,3,6,,,2,4,1,33,
CCAS Evian,239,062a9f21-e8e8-44ed-89b6-a39ec4301e80,true,74218,2 ruelle de Nant d'Enfer,74500,26741008200015.0,false,Evian,3,,,,,,,,,,,,
Mon Assistant Numérique Vichy,240,874cd669-f0aa-4e15-9c48-f2dcc3c2a99d,true,03043,33 Rue de Lourdy 03110 Vendat,03110,88525349200015.0,false,Brout Vernet,1,,,,,,,,,,,,
CCAS Aulnoy-lez-Valenciennes,241,f558f9cc-3cc0-4e0e-8f4e-d2ba0b7527ff,true,59606,2 Rue Jacques Prévert 59300 Aulnoy-lez-Valenciennes,59300,26590032400012.0,false,Valenciennes,5,,,,,,,,,,,,
PMS Seyssel,242,3ff8ed03-9614-4c32-b3fc-dd662964b2d0,true,74269,26 route de Savoie,74910,22740001700074.0,false,Seyssel,4,,,,,,,,,,,,
VAL BLEU,243,2393bc88-4942-489b-b715-863fa23ebd4a,true,59606,57 AV DESANDROUIN,59300,42362826200184.0,false,Valenciennes,1,,,,,,,,,,,,
ASSOCIATION FAMILLES RURALES CHAVANAY,244,a934fc91-1678-4bbe-a768-981e02cac5dd,true,42168,25 RUE DES REMPARTS,42410,32518455400013.0,false,Pelussin,2,6,5,2,,,,,,1,,2,
Maison des solidarités Ambert,245,42ab7861-9aec-4a6e-86ad-66e65f3ed556,true,63113,24 Rue Saint-esprit 63000 Clermont-Ferrand/ 9 RUE DES CHAZEAUX,63000,22630001000015.0,false,Ambert,8,,,,,,,,,,,,
MDS Billom,246,719dba5d-d23c-4ad4-845c-816c69b417d6,true,63040,Avenue de la république   Billom,63160,22630001000197.0,false,Billom,7,,,,,,,,,,,,
Maison France Services Saint-Gervais-d'Auvergne,247,d8146f36-a081-41af-b199-749e4df43055,true,63354,1 rue du Général Desaix 63390 Saint-Gervais-d'Auvergne,63390,21630354500018.0,true,Saint Gervais D'Auvergne,5,7,46,4,,2,,,,4,30,,6
PMS CRUSEILLES,248,dfa7946e-e4ac-418d-96b9-66e48912b94f,true,74052,87 route d'annecy,74350,22740001700074.0,false,Cernex,5,,,,,,,,,,,,
PMS La Balme de Sillingy,249,af86ee33-3b14-4be2-86f6-b49dbd95a7d6,true,74272,26 route de Vivelle,74330,22740001700074.0,false,Sillingy,5,,,,,,,,,,,,
FRANCE SERVICES FLEURIE,250,08bb5e54-f1b1-457f-a21a-92927108cf19,true,69084,14 RUE DE WETTOLSHEIM RESIDENCE LE VERDONNET,69820,35600000000048.0,true,Fleurie,2,,,,,,,,,,,,
CHRS AJAR,251,3712eaab-6c31-4bca-b018-699d35e48a40,true,59606,102 Avenue de Reims 59300 Valenciennes,59300,31088077800041.0,false,Valenciennes,10,,,,,,,,,,,,
MIFE / BIJ,252,cc34fd6d-9155-42f1-81d9-1b882a62bf92,true,01053,8 Boulevard de Brou 01000 Bourg-en-Bresse,01000,77554402600799.0,false,Bourg En Bresse,4,,,,,,,,,,,,
France services itinérant du Vermandois,253,bee3f7ff-acfb-4523-aa92-1a9b8b37e655,true,02065,RTE NATIONALE 44,02420,24020049300031.0,true,Bellicourt,5,85,145,,,2,,,23,10,2,99,9
CCAS LANGUIDIC,254,7ea1b960-ab5e-4d21-ac1e-23c57d42869d,true,56101,2 RUE DE LA MAIRIE,56440,26560069200015.0,false,Languidic,2,,,,,,,,,,,,
CCAS DE BANDRABOUA,255,42e99e73-f65f-4165-913a-5bc6f413feae,true,97602,238 RUE DE L'HOTEL DE VILLE,97650,20005661200019.0,false,Bandraboua,11,1,,,,,,,,,,,
PIMMS DE QUIMPER CORNOUAILLE,256,379a2783-c0a3-492c-9aad-d2bea551c6f3,true,29232,2 RUE ILE DE MAN,29000,49852941100031.0,false,Quimper,2,,,,,,,,,,,,
CCAS de Sada,257,9798e960-c7f5-4eab-99af-fd6920d854f7,true,97616,RUE DU GRAND CADI,97640,20005132400016.0,false,Sada,19,1,,,,,,,,,,,
Mission Locale du Pays de Vitré,258,123e5b84-5470-4a6e-9e37-53c49ec9745a,true,35360,"9 PLACE DU CHAMP DE FOIRE, 35500, VITRE",35500,37824760500025.0,false,Vitre,2,,,,,,,,,,,,
La Poste Sens-de-Bretagne,259,276fba7a-25e5-4876-8da1-e5b36515571f,true,35326,5005 PL DE LA GARE,35490,35600000011275.0,true,Sens-De-Bretagne,4,,,,,,,,,,,,
Centre Communal d'Action Sociale de Dzaoudzi-Labattoir,260,9ab1013c-f5c7-4cdd-847c-dc26fe1f91f7,true,97608,11 rue Papa Albert BP 221,97615,20004780100010.0,false,Dzaoudzi,9,,,,,,,,,,,,
EMERAUDE COMPETENCES MFR,261,35a92576-317b-4600-8da9-08808976355d,true,35288,5 Rue Emmanuel le Guen 35400 Saint-Malo,35400,52886246900038.0,false,St Malo,2,,,,,,,,,,,,
CENTRE COMMUNAL D'ACTION SOCIALE DE DEMBENI,262,d24d1eee-6857-4887-897c-60b0ec8538fd,true,97607,PL DE LA MAIRIE,97660,20007445800015.0,false,Dembeni,5,,,,,,,,,,,,
Maison de l'Emploi et des services Bain-de-Bretagne,263,d94db9f2-5377-4aea-88c2-edfc4bd47aed,true,35012,"Bâtiment ""Le Steriad"" 2 allée de l'Ille, parc d'activités de Château Gaillard 35470 Bain-de-Bretagne",35470,20007066200016.0,false,Bain-De-Bretagne,1,,,,,,,,,,,,
Mairie Évran,264,a4c605dd-eab5-484e-8ee6-9947e25277da,true,22308,"12 Rue de la Mairie, 22630  Evran",22630,21220056200016.0,false,St Juvat,1,5,,,,,,,,,,,
Médiathèque Alfred Jarry,265,3bf4a0c5-6004-4545-9a99-8b0084a58415,true,35334,"Place de l'Europe, 35235 Thorigné-Fouillard, France",35235,21350334500182.0,false,Thorigne Fouillard,2,,,,,,,,,,,,
CCAS COTEAUX DU BLANZACAIS,266,ed6623ad-247c-4d17-bd68-d1c22d13e1b9,true,16046,2 Route de Villebois Lavalette 16250 Coteaux-du-Blanzacais,16250,20008314500017.0,false,Coteaux Du Blanzacais,3,,,,,,,,,,,,
Communauté de communes du Pays entre Loire et Rhône,267,ea2d55f5-934d-4451-a403-186cc4248280,true,42289,6 RUE DE LA TETE NOIRE,42470,24420063000014.0,false,Saint Symphorien De Lay,5,2,4,,,,,,,3,1,,
COMMUNAUTE DE COMMUNES DU PAYS GRENADOIS,268,b033a43a-ff6b-4aac-b503-3d80fb6a8caf,true,40240,14 Place des Tilleuls 40270 Grenade-sur-l'Adour,40270,24400082400064.0,false,Renung,3,15,74,7,,1,,,5,5,24,31,1
MAIRIE DE TAISNIERES EN THIERACHE,269,8c65ee32-80a9-4c56-b94d-2b75ad3df906,true,59331,La Place 59550 Taisnières-en-Thiérache,59550,21590583700013.0,false,Landrecies,1,2,,,,,,,,,,,
CAESM - Direction de la Cohésion Sociale,270,62d4b249-95e1-4847-a471-0c807cc0b29c,true,97207,1 rue Zizine et des Etages,97224,24972005300019.0,false,Martinique,6,217,1047,189,,80,,,36,472,26,209,35
Mairie de Baignes-Sainte-Radegonde,271,42b739c2-55bb-4a42-9cf5-c004877bea3c,true,16025,30 rue du Général de Gaulle,16360,21160025900017.0,false,Baignes Ste Radegonde,3,,,,,,,,,,,,
EPN Montanou,272,5af45de1-ed9e-42b6-9f83-f04dff5011ad,true,47001,Rue de Montanou,47000,21470001500016.0,false,Agen,2,,,,,,,,,,,,
EPN Barleté,273,590aafb1-93dd-4d2a-9a7c-37a167dc9968,true,47001,Rue Marcel Pagnol,47000,21470001500016.0,false,Agen,0,,,,,,,,,,,,
