name,division,code,no_thd_coverage_rate,no_4g_coverage_rate,poverty_rate,older_65_rate,nscol15p_rate,total
Plénise,city,39427,10.0,9.0,8.0,6.0,7.0,7.357142857142857
Plénisette,city,39428,10.0,8.0,8.0,2.0,2.0,6.714285714285714
Pleure,city,39429,8.0,9.0,8.0,8.0,8.0,6.071428571428571
Plumont,city,39430,10.0,10.0,8.0,5.0,10.0,7.071428571428571
Poids-de-Fiole,city,39431,2.0,6.0,8.0,4.0,7.0,5.785714285714286
Pointre,city,39432,10.0,5.0,8.0,2.0,4.0,5.785714285714286
Poligny,city,39434,8.0,9.0,6.0,8.0,3.0,7.214285714285714
Pont-de-Poitte,city,39435,8.0,9.0,2.0,7.0,8.0,5.928571428571429
Pont-d'Héry,city,39436,8.0,9.0,2.0,9.0,9.0,6.714285714285714
Pont-du-Navoy,city,39437,7.0,8.0,2.0,6.0,8.0,6.0
Port-Lesney,city,39439,9.0,8.0,2.0,8.0,6.0,6.428571428571429
Prémanon,city,39441,10.0,10.0,2.0,1.0,1.0,4.5
Présilly,city,39443,10.0,7.0,2.0,9.0,4.0,5.428571428571429
Pretin,city,39444,10.0,10.0,2.0,5.0,6.0,6.357142857142857
Publy,city,39445,2.0,8.0,2.0,5.0,6.0,5.714285714285714
Pupillin,city,39446,10.0,10.0,2.0,9.0,6.0,6.071428571428571
Quintigny,city,39447,2.0,6.0,2.0,4.0,5.0,4.071428571428571
Rahon,city,39448,2.0,8.0,2.0,9.0,4.0,4.857142857142857
Rainans,city,39449,10.0,6.0,2.0,5.0,2.0,4.857142857142857
Ranchot,city,39451,10.0,8.0,2.0,5.0,7.0,6.0
Rans,city,39452,7.0,5.0,2.0,2.0,4.0,4.071428571428571
Ravilloles,city,39453,10.0,10.0,2.0,4.0,5.0,5.428571428571429
Recanoz,city,39454,10.0,8.0,2.0,5.0,6.0,5.285714285714286
Reithouse,city,39455,10.0,7.0,2.0,3.0,5.0,5.0
Relans,city,39456,10.0,5.0,2.0,2.0,5.0,4.285714285714286
Les Repôts,city,39457,10.0,5.0,2.0,8.0,5.0,4.928571428571429
Revigny,city,39458,5.0,9.0,2.0,7.0,4.0,5.714285714285714
La Rixouse,city,39460,6.0,10.0,2.0,3.0,8.0,5.785714285714286
Rix,city,39461,10.0,6.0,2.0,9.0,3.0,5.785714285714286
Rochefort-sur-Nenon,city,39462,9.0,5.0,2.0,9.0,9.0,6.0
Rogna,city,39463,10.0,9.0,2.0,3.0,5.0,5.5
Romain,city,39464,10.0,7.0,2.0,1.0,3.0,4.785714285714286
Romange,city,39465,9.0,5.0,2.0,4.0,4.0,4.642857142857143
Rosay,city,39466,10.0,8.0,2.0,7.0,10.0,6.428571428571429
Rotalier,city,39467,10.0,9.0,4.0,9.0,6.0,6.5
Rothonay,city,39468,8.0,9.0,4.0,6.0,9.0,6.714285714285714
Rouffange,city,39469,10.0,5.0,4.0,2.0,8.0,5.785714285714286
Les Rousses,city,39470,9.0,10.0,1.0,2.0,3.0,4.928571428571429
Ruffey-sur-Seille,city,39471,7.0,5.0,4.0,6.0,6.0,4.571428571428571
Rye,city,39472,8.0,9.0,4.0,9.0,10.0,7.428571428571429
Saffloz,city,39473,10.0,9.0,4.0,4.0,4.0,6.5
Sainte-Agnès,city,39474,9.0,6.0,4.0,3.0,7.0,4.928571428571429
Saint-Amour,city,39475,8.0,5.0,5.0,8.0,7.0,6.714285714285714
Saint-Aubin,city,39476,9.0,6.0,4.0,7.0,8.0,5.214285714285714
Saint-Baraing,city,39477,1.0,8.0,4.0,5.0,6.0,4.428571428571429
Saint-Claude,city,39478,9.0,8.010224274406333,8.81453386103782,7.786829375549692,8.709982409850484,7.610142605855008
Saint-Cyr-Montmalin,city,39479,10.0,9.0,4.0,5.0,3.0,6.142857142857143
Saint-Didier,city,39480,1.0,5.0,4.0,7.0,5.0,4.214285714285714
Saint-Germain-en-Montagne,city,39481,2.0,6.0,4.0,5.0,10.0,6.071428571428571
Val Suran,city,39485,8.0,9.0,4.0,10.0,9.0,7.142857142857143
Saint-Lamain,city,39486,10.0,5.0,4.0,8.0,4.0,5.357142857142857
Saint-Laurent-en-Grandvaux,city,39487,8.0,9.0,4.0,6.0,8.0,6.357142857142857
Saint-Lothain,city,39489,6.0,9.0,4.0,5.0,2.0,6.071428571428571
Saint-Loup,city,39490,7.0,5.0,4.0,8.0,9.0,5.5
Coteaux du Lizon,city,39491,9.0,10.0,3.0,8.0,7.0,6.285714285714286
Saint-Maur,city,39492,10.0,7.0,4.0,7.0,3.0,5.785714285714286
Saint-Maurice-Crillat,city,39493,9.0,10.0,4.0,6.0,4.0,6.642857142857143
Saint-Pierre,city,39494,8.0,9.0,4.0,2.0,3.0,5.714285714285714
Saint-Thiébaud,city,39495,2.0,8.0,4.0,2.0,4.0,5.214285714285714
Saizenay,city,39497,10.0,8.0,4.0,2.0,10.0,5.857142857142857
Salans,city,39498,8.0,8.0,4.0,5.0,3.0,4.5
Saligney,city,39499,7.0,10.0,4.0,6.0,6.0,6.071428571428571
Salins-les-Bains,city,39500,9.0,10.0,8.0,10.0,10.0,8.071428571428571
Sampans,city,39501,7.0,5.0,4.0,3.0,5.0,4.5
Santans,city,39502,10.0,9.0,4.0,6.0,7.0,6.571428571428571
Sapois,city,39503,10.0,6.0,4.0,6.0,3.0,5.642857142857143
Sarrogna,city,39504,10.0,10.0,4.0,6.0,3.0,6.214285714285714
Saugeot,city,39505,10.0,10.0,4.0,7.0,7.0,7.071428571428571
Séligney,city,39507,10.0,5.0,4.0,9.0,3.0,6.5
Sellières,city,39508,7.0,9.0,4.0,9.0,7.0,6.142857142857143
Septmoncel les Molunes,city,39510,9.0,10.0,4.0,6.0,3.0,5.5
Sergenaux,city,39511,9.0,8.0,4.0,7.0,6.0,6.857142857142857
Sergenon,city,39512,10.0,9.0,4.0,10.0,10.0,7.857142857142857
Sermange,city,39513,9.0,8.0,4.0,7.0,4.0,6.428571428571429
Serre-les-Moulières,city,39514,1.0,9.0,4.0,2.0,2.0,5.285714285714286
Sirod,city,39517,9.0,10.0,4.0,7.0,8.0,6.357142857142857
Songeson,city,39518,10.0,10.0,4.0,6.0,4.0,7.357142857142857
Soucia,city,39519,5.0,10.0,4.0,5.0,3.0,5.857142857142857
Souvans,city,39520,8.0,9.0,4.0,7.0,8.0,6.214285714285714
Supt,city,39522,10.0,10.0,7.0,10.0,8.0,8.357142857142858
Syam,city,39523,10.0,9.0,7.0,9.0,7.0,7.285714285714286
Tassenières,city,39525,5.0,10.0,7.0,5.0,5.0,6.285714285714286
Tavaux,city,39526,7.0,6.0,1.0,8.0,7.0,5.357142857142857
Taxenne,city,39527,10.0,5.0,7.0,9.0,8.0,6.0
Thervay,city,39528,6.0,8.0,7.0,8.0,7.0,5.785714285714286
Thésy,city,39529,2.0,9.0,7.0,6.0,7.0,6.214285714285714
Thoirette-Coisia,city,39530,8.0,9.0,7.0,5.0,7.0,5.785714285714286
Thoiria,city,39531,3.0,10.0,7.0,6.0,5.0,6.142857142857143
Thoissia,city,39532,10.0,7.0,7.0,10.0,9.0,7.785714285714286
Toulouse-le-Château,city,39533,10.0,5.0,7.0,7.0,5.0,5.714285714285714
La Tour-du-Meix,city,39534,9.0,8.0,7.0,6.0,4.0,5.5
Tourmont,city,39535,7.0,8.0,7.0,7.0,7.0,5.571428571428571
Trenal,city,39537,8.0,5.0,7.0,3.0,6.0,5.571428571428571
Uxelles,city,39538,10.0,9.0,7.0,6.0,3.0,6.857142857142857
Vadans,city,39539,8.0,10.0,7.0,6.0,5.0,6.5
Valempoulières,city,39540,5.0,9.0,7.0,6.0,7.0,6.357142857142857
Vannoz,city,39543,6.0,6.0,7.0,10.0,7.0,6.785714285714286
Le Vaudioux,city,39545,9.0,6.0,7.0,5.0,7.0,7.285714285714286
Vaudrey,city,39546,10.0,9.0,7.0,4.0,7.0,6.071428571428571
Vaux-lès-Saint-Claude,city,39547,10.0,7.0,7.0,5.0,8.0,5.642857142857143
Vaux-sur-Poligny,city,39548,10.0,8.0,7.0,8.0,5.0,6.5
Verges,city,39550,10.0,10.0,7.0,6.0,6.0,7.0
Véria,city,39551,10.0,6.0,7.0,6.0,6.0,6.785714285714286
Vernantois,city,39552,9.0,10.0,7.0,7.0,2.0,6.5
Le Vernois,city,39553,10.0,9.0,7.0,8.0,3.0,5.5
Vers-en-Montagne,city,39554,3.0,8.0,7.0,6.0,8.0,6.214285714285714
Vers-sous-Sellières,city,39555,7.0,8.0,7.0,2.0,7.0,5.071428571428571
Vertamboz,city,39556,5.0,9.0,7.0,7.0,2.0,5.642857142857143
Vescles,city,39557,3.0,9.0,7.0,7.0,8.0,6.214285714285714
Vevy,city,39558,1.0,8.0,7.0,5.0,3.0,5.714285714285714
La Vieille-Loye,city,39559,10.0,9.0,7.0,7.0,5.0,6.071428571428571
Villard-Saint-Sauveur,city,39560,10.0,9.0,7.0,8.0,7.0,6.071428571428571
Villards-d'Héria,city,39561,8.0,8.0,7.0,5.0,7.0,6.357142857142857
Villeneuve-d'Aval,city,39565,10.0,8.0,7.0,3.0,4.0,6.785714285714286
Villeneuve-sous-Pymont,city,39567,3.0,5.0,7.0,10.0,4.0,5.357142857142857
Villerserine,city,39568,10.0,8.0,7.0,9.0,5.0,8.428571428571429
Villers-Farlay,city,39569,8.0,5.0,7.0,2.0,6.0,5.0
Villers-les-Bois,city,39570,8.0,7.0,7.0,5.0,4.0,6.428571428571429
Villers-Robert,city,39571,10.0,8.0,7.0,5.0,8.0,6.642857142857143
Villette-lès-Arbois,city,39572,10.0,8.0,7.0,8.0,7.0,6.214285714285714
Villette-lès-Dole,city,39573,8.0,5.0,7.0,7.0,5.0,4.571428571428571
Villevieux,city,39574,9.0,6.0,7.0,7.0,8.0,4.714285714285714
Le Villey,city,39575,10.0,5.0,7.0,9.0,10.0,7.642857142857143
Val-Sonnette,city,39576,9.0,6.0,7.0,6.0,5.0,4.928571428571429
Vincent-Froideville,city,39577,7.0,8.0,7.0,2.0,6.0,5.5
Viry,city,39579,9.0,10.0,7.0,4.0,4.0,4.928571428571429
Vitreux,city,39581,10.0,7.0,7.0,3.0,7.0,5.714285714285714
Voiteur,city,39582,7.0,8.0,7.0,10.0,4.0,5.5
Vosbles-Valfin,city,39583,5.0,9.0,7.0,10.0,7.0,7.142857142857143
Vriange,city,39584,10.0,9.0,7.0,5.0,7.0,6.642857142857143
Vulvoz,city,39585,10.0,9.0,7.0,1.0,1.0,6.428571428571429
Aresches,city,39586,10.0,8.0,7.0,10.0,6.0,7.571428571428571
Aire-sur-l'Adour,city,40001,7.0,9.0,6.0,9.0,7.0,7.394666791201607
Amou,city,40002,8.0,9.0,7.0,10.0,9.0,6.928571428571429
Angoumé,city,40003,7.0,8.0,7.0,4.0,4.0,4.928571428571429
Angresse,city,40004,8.0,5.0,7.0,5.0,2.0,5.071428571428571
Arboucave,city,40005,9.0,7.0,7.0,6.0,8.0,6.214285714285714
Arengosse,city,40006,8.0,10.0,7.0,10.0,9.0,7.714285714285714
Argelos,city,40007,10.0,9.0,7.0,8.0,8.0,7.214285714285714
Argelouse,city,40008,10.0,6.0,7.0,10.0,2.0,7.214285714285714
Arsague,city,40011,8.0,5.0,7.0,7.0,7.0,6.357142857142857
Artassenx,city,40012,7.0,5.0,7.0,8.0,7.0,5.642857142857143
Arthez-d'Armagnac,city,40013,10.0,6.0,7.0,3.0,3.0,6.0
Arue,city,40014,10.0,8.0,7.0,7.0,6.0,5.714285714285714
Arx,city,40015,10.0,10.0,7.0,10.0,8.0,8.142857142857142
Aubagnan,city,40016,2.0,5.0,7.0,5.0,10.0,5.0
Audignon,city,40017,9.0,6.0,7.0,6.0,7.0,5.428571428571429
Audon,city,40018,10.0,5.0,7.0,4.0,6.0,5.0
Aureilhan,city,40019,9.0,5.0,7.0,9.0,7.0,6.642857142857143
Aurice,city,40020,5.0,8.0,7.0,7.0,5.0,5.071428571428571
Azur,city,40021,8.0,9.0,7.0,6.0,3.0,4.928571428571429
Bahus-Soubiran,city,40022,10.0,5.0,7.0,7.0,8.0,5.5
Baigts,city,40023,9.0,8.0,7.0,9.0,8.0,7.5
Banos,city,40024,8.0,8.0,7.0,5.0,3.0,5.357142857142857
Bascons,city,40025,5.0,5.0,7.0,7.0,5.0,5.285714285714286
Bas-Mauco,city,40026,7.0,5.0,7.0,5.0,5.0,5.571428571428571
Bassercles,city,40027,9.0,10.0,7.0,7.0,5.0,6.785714285714286
Bastennes,city,40028,10.0,9.0,8.0,9.0,10.0,7.142857142857143
Bats,city,40029,2.0,5.0,8.0,3.0,6.0,4.714285714285714
Baudignan,city,40030,8.0,8.0,8.0,7.0,4.0,6.785714285714286
Bégaar,city,40031,9.0,6.0,8.0,6.0,8.0,5.214285714285714
Belhade,city,40032,9.0,8.0,8.0,5.0,7.0,7.642857142857143
Bélis,city,40033,10.0,6.0,8.0,8.0,4.0,7.214285714285714
Bélus,city,40034,8.0,9.0,8.0,4.0,6.0,4.857142857142857
Bénesse-lès-Dax,city,40035,8.0,10.0,8.0,6.0,7.0,6.285714285714286
Bénesse-Maremne,city,40036,9.0,6.0,3.0,3.0,3.0,4.5
Benquet,city,40037,1.0,6.0,8.0,6.0,3.0,3.9285714285714284
Bergouey,city,40038,10.0,9.0,8.0,10.0,10.0,8.0
Betbezer-d'Armagnac,city,40039,9.0,7.0,8.0,9.0,10.0,7.071428571428571
Beylongue,city,40040,8.0,8.0,8.0,8.0,10.0,7.0
Beyries,city,40041,10.0,6.0,8.0,8.0,6.0,6.785714285714286
Biarrotte,city,40042,8.0,7.0,8.0,3.0,6.0,5.928571428571429
Bias,city,40043,9.0,9.0,8.0,7.0,7.0,6.642857142857143
Biaudos,city,40044,9.0,6.0,8.0,4.0,5.0,5.285714285714286
Biscarrosse,city,40046,9.0,7.180494801003944,2.991609896020079,9.288203657224813,5.399067766224453,6.369200430261742
Bonnegarde,city,40047,10.0,7.0,8.0,9.0,8.0,6.5
Bordères-et-Lamensans,city,40049,8.0,6.0,8.0,7.0,6.0,5.642857142857143
Bostens,city,40050,3.0,5.0,8.0,4.0,9.0,6.357142857142857
Bougue,city,40051,6.0,6.0,8.0,4.0,2.0,3.9285714285714284
Bourdalat,city,40052,10.0,6.0,8.0,8.0,9.0,7.0
Bourriot-Bergonce,city,40053,8.0,9.0,8.0,9.0,8.0,7.428571428571429
Brassempouy,city,40054,10.0,10.0,8.0,8.0,7.0,7.357142857142857
Bretagne-de-Marsan,city,40055,4.0,6.0,8.0,7.0,4.0,5.142857142857143
Brocas,city,40056,8.0,9.0,8.0,8.0,8.0,6.857142857142857
Buanes,city,40057,10.0,5.0,8.0,6.0,7.0,6.071428571428571
Cachen,city,40058,10.0,9.0,8.0,9.0,7.0,7.428571428571429
Cagnotte,city,40059,8.0,10.0,8.0,6.0,5.0,6.0
Callen,city,40060,10.0,10.0,8.0,10.0,10.0,9.357142857142858
Campagne,city,40061,6.0,9.0,8.0,5.0,4.0,5.071428571428571
Campet-et-Lamolère,city,40062,7.0,8.0,8.0,1.0,4.0,5.714285714285714
Candresse,city,40063,7.0,5.0,8.0,6.0,6.0,4.928571428571429
Canenx-et-Réaut,city,40064,10.0,10.0,8.0,7.0,5.0,7.214285714285714
Capbreton,city,40065,9.0,6.087279271173096,5.0,10.0,2.3537284894837476,6.146898147404277
Carcarès-Sainte-Croix,city,40066,8.0,8.0,8.0,7.0,7.0,6.0
Carcen-Ponson,city,40067,9.0,8.0,8.0,6.0,6.0,6.357142857142857
Cassen,city,40068,7.0,9.0,8.0,3.0,7.0,4.857142857142857
Castaignos-Souslens,city,40069,8.0,8.0,8.0,7.0,5.0,5.928571428571429
Castandet,city,40070,9.0,6.0,8.0,8.0,5.0,6.642857142857143
Castelnau-Chalosse,city,40071,8.0,7.0,8.0,7.0,8.0,6.285714285714286
Castelnau-Tursan,city,40072,10.0,7.0,8.0,9.0,9.0,6.214285714285714
Castelner,city,40073,10.0,10.0,8.0,8.0,4.0,7.571428571428571
Castel-Sarrazin,city,40074,9.0,7.0,8.0,5.0,5.0,5.714285714285714
Castets,city,40075,9.0,8.0,3.0,5.0,7.0,6.428571428571429
Cauna,city,40076,7.0,6.0,8.0,6.0,8.0,7.142857142857143
Cauneille,city,40077,7.0,9.0,8.0,7.0,5.0,6.5
Caupenne,city,40078,8.0,8.0,8.0,9.0,9.0,6.571428571428571
Cazalis,city,40079,10.0,9.0,8.0,8.0,6.0,6.928571428571429
Cazères-sur-l'Adour,city,40080,8.0,10.0,8.0,7.0,7.0,6.071428571428571
Cère,city,40081,7.0,9.0,8.0,4.0,4.0,6.571428571428571
Classun,city,40082,10.0,5.0,8.0,4.0,5.0,6.071428571428571
Clèdes,city,40083,10.0,8.0,8.0,8.0,9.0,7.642857142857143
Clermont,city,40084,3.0,5.0,8.0,6.0,6.0,5.571428571428571
Commensacq,city,40085,8.0,8.0,8.0,7.0,9.0,7.285714285714286
Coudures,city,40086,7.0,8.0,8.0,6.0,7.0,6.214285714285714
Créon-d'Armagnac,city,40087,8.0,5.0,8.0,8.0,10.0,6.714285714285714
Dax,city,40088,4.0,5.0,7.163214182483862,8.485644089025918,6.603959919067347,6.995440656270216
Doazit,city,40089,9.0,7.0,8.0,7.0,8.0,5.714285714285714
Donzacq,city,40090,8.0,9.0,7.0,9.0,8.0,6.642857142857143
Duhort-Bachen,city,40091,9.0,7.0,7.0,7.0,7.0,6.285714285714286
Dumes,city,40092,7.0,8.0,7.0,1.0,6.0,5.642857142857143
Escalans,city,40093,10.0,10.0,7.0,6.0,7.0,6.642857142857143
Escource,city,40094,3.0,9.0,7.0,8.0,9.0,6.5
Estibeaux,city,40095,2.0,5.0,7.0,6.0,6.0,5.357142857142857
Estigarde,city,40096,10.0,9.0,7.0,8.0,9.0,7.142857142857143
Eugénie-les-Bains,city,40097,9.0,7.0,7.0,9.0,7.0,6.071428571428571
Eyres-Moncube,city,40098,9.0,6.0,7.0,6.0,4.0,5.714285714285714
Fargues,city,40099,9.0,7.0,7.0,7.0,7.0,6.214285714285714
Le Frêche,city,40100,9.0,8.0,7.0,8.0,7.0,6.357142857142857
Gaas,city,40101,10.0,10.0,7.0,5.0,6.0,5.714285714285714
Gabarret,city,40102,7.0,6.0,7.0,10.0,10.0,7.214285714285714
Gaillères,city,40103,6.0,7.0,7.0,5.0,6.0,4.785714285714286
Gamarde-les-Bains,city,40104,7.0,9.0,7.0,6.0,6.0,5.0
Garein,city,40105,8.0,8.0,7.0,4.0,7.0,7.285714285714286
Garrey,city,40106,7.0,5.0,7.0,4.0,9.0,6.0
Gastes,city,40108,8.0,10.0,7.0,6.0,7.0,6.714285714285714
Gaujacq,city,40109,10.0,9.0,7.0,9.0,9.0,7.785714285714286
Geaune,city,40110,8.0,6.0,7.0,9.0,7.0,6.785714285714286
Geloux,city,40111,5.0,9.0,7.0,5.0,4.0,4.928571428571429
Gibret,city,40112,10.0,6.0,7.0,8.0,8.0,7.071428571428571
Goos,city,40113,5.0,7.0,7.0,6.0,5.0,5.071428571428571
Gourbera,city,40114,7.0,9.0,7.0,5.0,3.0,5.928571428571429
Gousse,city,40115,7.0,5.0,7.0,2.0,6.0,5.714285714285714
Gouts,city,40116,8.0,6.0,7.0,7.0,6.0,6.357142857142857
Grenade-sur-l'Adour,city,40117,3.0,5.0,4.0,7.0,4.0,5.142857142857143
Habas,city,40118,5.0,8.0,7.0,8.0,7.0,5.785714285714286
Hagetmau,city,40119,9.0,6.0,5.0,9.0,8.0,7.0
Hastingues,city,40120,4.0,6.0,7.0,7.0,3.0,5.214285714285714
Hauriet,city,40121,10.0,7.0,7.0,8.0,7.0,6.0
Haut-Mauco,city,40122,7.0,8.0,7.0,4.0,3.0,4.428571428571429
Herm,city,40123,7.0,8.0,7.0,6.0,4.0,5.571428571428571
Herré,city,40124,10.0,8.0,7.0,6.0,9.0,6.714285714285714
Heugas,city,40125,8.0,9.0,7.0,8.0,4.0,4.785714285714286
Hinx,city,40126,9.0,6.0,7.0,8.0,7.0,5.5
Hontanx,city,40127,9.0,7.0,7.0,6.0,9.0,6.142857142857143
Horsarrieu,city,40128,8.0,6.0,7.0,8.0,8.0,5.0
Josse,city,40129,6.0,7.0,7.0,3.0,5.0,4.642857142857143
Labastide-Chalosse,city,40130,10.0,7.0,7.0,7.0,8.0,6.357142857142857
Labastide-d'Armagnac,city,40131,8.0,8.0,7.0,10.0,9.0,7.571428571428571
Labatut,city,40132,5.0,7.0,7.0,7.0,7.0,6.0
Labenne,city,40133,9.0,6.0,2.0,5.0,3.0,4.714285714285714
Labouheyre,city,40134,6.0,6.0,8.0,7.0,10.0,7.642857142857143
Labrit,city,40135,8.0,10.0,7.0,9.0,8.0,7.5
Lacajunte,city,40136,9.0,5.0,7.0,4.0,6.0,6.285714285714286
Lacquy,city,40137,10.0,8.0,7.0,6.0,3.0,5.714285714285714
Lacrabe,city,40138,10.0,8.0,7.0,6.0,8.0,6.357142857142857
Laglorieuse,city,40139,6.0,6.0,7.0,7.0,4.0,5.285714285714286
Lagrange,city,40140,10.0,6.0,7.0,9.0,6.0,6.0
Lahosse,city,40141,9.0,6.0,7.0,7.0,9.0,6.214285714285714
Laluque,city,40142,7.0,7.0,7.0,5.0,7.0,5.857142857142857
Lamothe,city,40143,9.0,9.0,7.0,6.0,8.0,6.214285714285714
Larbey,city,40144,9.0,8.0,7.0,7.0,9.0,6.285714285714286
Larrivière-Saint-Savin,city,40145,4.0,6.0,7.0,8.0,6.0,5.857142857142857
Latrille,city,40146,10.0,5.0,7.0,8.0,8.0,6.642857142857143
Laurède,city,40147,10.0,6.0,7.0,7.0,6.0,6.214285714285714
Lauret,city,40148,10.0,9.0,7.0,8.0,7.0,5.785714285714286
Lencouacq,city,40149,8.0,10.0,7.0,10.0,7.0,7.642857142857143
Léon,city,40150,7.0,10.0,7.0,10.0,6.0,7.214285714285714
Lesgor,city,40151,7.0,9.0,6.0,6.0,6.0,5.571428571428571
Lesperon,city,40152,8.0,9.0,6.0,7.0,8.0,7.071428571428571
Le Leuy,city,40153,10.0,10.0,6.0,8.0,7.0,7.0
Lévignacq,city,40154,6.0,9.0,6.0,10.0,10.0,7.642857142857143
Linxe,city,40155,9.0,9.0,6.0,8.0,6.0,6.571428571428571
Liposthey,city,40156,7.0,6.0,6.0,2.0,8.0,6.0
Lit-et-Mixe,city,40157,7.0,9.0,6.0,10.0,5.0,7.285714285714286
Losse,city,40158,9.0,10.0,6.0,10.0,10.0,7.714285714285714
Louer,city,40159,7.0,8.0,6.0,3.0,3.0,5.285714285714286
Lourquen,city,40160,10.0,5.0,6.0,8.0,9.0,6.214285714285714
Lubbon,city,40161,10.0,9.0,6.0,10.0,10.0,6.571428571428571
Lucbardez-et-Bargues,city,40162,7.0,8.0,6.0,2.0,5.0,5.642857142857143
Lüe,city,40163,5.0,8.0,6.0,7.0,9.0,6.357142857142857
Retjons,city,40164,9.0,8.0,6.0,7.0,6.0,7.0
Luglon,city,40165,8.0,7.0,6.0,7.0,6.0,6.785714285714286
Lussagnet,city,40166,10.0,10.0,6.0,7.0,9.0,6.642857142857143
Luxey,city,40167,8.0,10.0,6.0,10.0,9.0,7.857142857142857
Magescq,city,40168,9.0,8.0,3.0,4.0,5.0,5.571428571428571
Maillas,city,40169,10.0,9.0,6.0,8.0,9.0,7.428571428571429
Maillères,city,40170,8.0,9.0,6.0,7.0,5.0,6.428571428571429
Mano,city,40171,9.0,7.0,6.0,9.0,8.0,7.285714285714286
Mant,city,40172,8.0,6.0,6.0,8.0,8.0,6.928571428571429
Marpaps,city,40173,10.0,7.0,6.0,5.0,3.0,5.785714285714286
Mauries,city,40174,10.0,8.0,6.0,1.0,4.0,6.0
Maurrin,city,40175,9.0,5.0,6.0,7.0,5.0,5.642857142857143
Mauvezin-d'Armagnac,city,40176,10.0,6.0,6.0,10.0,5.0,6.928571428571429
Maylis,city,40177,9.0,7.0,6.0,9.0,6.0,5.928571428571429
Mazerolles,city,40178,6.0,5.0,6.0,8.0,3.0,4.928571428571429
Mées,city,40179,7.0,7.0,6.0,6.0,6.0,4.857142857142857
Meilhan,city,40180,8.0,9.0,6.0,7.0,6.0,5.785714285714286
Messanges,city,40181,7.0,9.0,6.0,8.0,3.0,6.0
Mézos,city,40182,7.0,10.0,6.0,10.0,8.0,7.5
Mimbaste,city,40183,10.0,6.0,6.0,8.0,8.0,6.285714285714286
Mimizan,city,40184,8.0,8.415276804484934,5.0,10.0,7.767764540995095,7.316017619381319
Miramont-Sensacq,city,40185,8.0,8.0,6.0,10.0,9.0,7.857142857142857
Misson,city,40186,6.0,6.0,6.0,5.0,6.0,5.357142857142857
Moliets-et-Maa,city,40187,8.0,9.0,6.0,6.0,3.0,6.857142857142857
Momuy,city,40188,10.0,7.0,6.0,6.0,6.0,6.571428571428571
Monget,city,40189,10.0,5.0,6.0,9.0,8.0,7.0
Monségur,city,40190,9.0,5.0,6.0,7.0,9.0,6.5
Montaut,city,40191,8.0,7.0,6.0,6.0,5.0,4.928571428571429
Mont-de-Marsan,city,40192,4.0,5.475603181021701,7.371276452352069,5.67906725973851,4.017421485375388,6.57519785107735
Montégut,city,40193,10.0,7.0,6.0,8.0,7.0,5.785714285714286
Montfort-en-Chalosse,city,40194,8.0,5.0,6.0,9.0,6.0,7.0
Montgaillard,city,40195,5.0,6.0,6.0,6.0,7.0,5.5
Montsoué,city,40196,9.0,6.0,6.0,6.0,7.0,5.857142857142857
Morcenx-la-Nouvelle,city,40197,7.0,8.0,5.0,10.0,10.0,7.785714285714286
Morganx,city,40198,10.0,8.0,6.0,9.0,9.0,6.642857142857143
Mouscardès,city,40199,5.0,5.0,6.0,5.0,7.0,6.214285714285714
Moustey,city,40200,8.0,10.0,6.0,8.0,8.0,8.714285714285714
Mugron,city,40201,8.0,6.0,6.0,10.0,7.0,6.785714285714286
Narrosse,city,40202,6.0,5.0,3.0,7.0,7.0,5.285714285714286
Nassiet,city,40203,10.0,10.0,6.0,9.0,8.0,7.428571428571429
Nerbis,city,40204,10.0,5.0,6.0,6.0,7.0,5.857142857142857
Nousse,city,40205,10.0,5.0,6.0,7.0,7.0,6.857142857142857
Oeyregave,city,40206,3.0,5.0,6.0,7.0,6.0,5.857142857142857
Oeyreluy,city,40207,5.0,5.0,6.0,6.0,2.0,4.0
Onard,city,40208,10.0,5.0,6.0,5.0,8.0,6.857142857142857
Ondres,city,40209,9.0,5.0,2.0,6.0,3.0,4.785714285714286
Onesse-Laharie,city,40210,8.0,8.0,6.0,10.0,9.0,7.142857142857143
Orist,city,40211,9.0,9.0,6.0,4.0,4.0,4.928571428571429
Orthevielle,city,40212,3.0,6.0,6.0,7.0,6.0,4.5
Orx,city,40213,8.0,8.0,6.0,4.0,5.0,4.571428571428571
Ossages,city,40214,2.0,10.0,6.0,7.0,5.0,5.285714285714286
Ousse-Suzan,city,40215,8.0,8.0,6.0,5.0,8.0,6.571428571428571
Ozourt,city,40216,1.0,6.0,6.0,7.0,7.0,6.071428571428571
Parentis-en-Born,city,40217,7.0,9.0,2.0,7.0,5.0,5.142857142857143
Parleboscq,city,40218,9.0,9.0,6.0,9.0,6.0,6.857142857142857
Payros-Cazautets,city,40219,10.0,9.0,6.0,5.0,6.0,5.357142857142857
Pécorade,city,40220,10.0,5.0,6.0,5.0,10.0,6.285714285714286
Perquie,city,40221,9.0,6.0,6.0,9.0,7.0,6.642857142857143
Pey,city,40222,8.0,6.0,3.0,6.0,6.0,4.928571428571429
Peyre,city,40223,10.0,10.0,3.0,8.0,8.0,6.357142857142857
Peyrehorade,city,40224,7.0,8.0,7.0,9.0,7.0,7.142857142857143
Philondenx,city,40225,9.0,8.0,3.0,8.0,9.0,6.928571428571429
