name,division,code,no_thd_coverage_rate,no_4g_coverage_rate,poverty_rate,older_65_rate,nscol15p_rate,total
CC Arc Sud Bretagne,epci,200027027,8.596470376373132,5.9953178462092565,3.1006302899333695,7.269475958941113,6.179254457050243,6.228229785701423
CC Arnon Boischaut Cher,epci,200027076,5.490254132741179,8.305699481865284,6.4526276831976315,8.09437453737972,8.674438687392055,7.403478904515174
CC Méditerranée Porte des Maures,epci,200027100,7.82859474901374,7.0766335645943865,4.755634154083345,8.146011880469777,5.15458214301909,6.592291298236068
CU Perpignan Méditerranée Métropole,epci,200027183,3.8103374403415757,5.200627414745737,7.798198976911585,6.642105341594543,5.083709943629542,5.706995823444597
CC Sarlat-Périgord Noir,epci,200027217,8.977406066658345,7.2557108975159155,6.706091624016977,8.455623517663213,6.3817875421295716,7.555323929596804
CC d'Auberive Vingeanne et Montsaugeonnais,epci,200027308,5.666466418358765,7.965276943409828,2.936321038087228,7.0762946053105855,7.475189234650967,6.223909647963476
CC des Savanes,epci,200027548,7.178144164069569,10.0,10.0,1.0,6.434536376126806,6.922536108039274
CC des 4B Sud Charente,epci,200029734,7.623819570022102,7.3355937311633514,6.393359453486036,7.78400642957605,7.955294354028531,7.418414707655214
CC Rives de l'Ain - Pays du Cerdon,epci,200029999,8.356248717422533,7.487789862507696,4.609001983719817,4.525548943156167,5.164990765442233,6.028716054449689
Métropole Nice Côte d'Azur,epci,200030195,3.634757786235801,5.672267227463235,7.319933578188173,6.711181745479318,3.437123276513188,5.355052722775943
CA de Blois Agglopolys,epci,200030385,5.299419571185652,5.97503491122574,5.393285645073955,5.960908926824171,5.215889120047119,5.568907634871328
CC d'Aire-sur-l'Adour,epci,200030435,7.954906542056075,7.797040498442367,5.485514018691589,8.213239875389409,6.835358255451713,7.2572118380062305
CC du Ried de Marckolsheim,epci,200030526,2.826099837061176,6.507727250283908,5.136424233446896,3.418259023354565,6.962573445909248,4.970216758011159
CA du Caudrésis et du Catésis,epci,200030633,1.794872589264968,5.063728603516381,7.305460460072806,4.533250716443343,8.634110448454805,5.466284563550461
CC du Trièves,epci,200030658,8.721980198019802,9.47990099009901,6.102277227722772,6.486435643564357,3.060990099009901,6.770316831683168
CA Val de Garonne Agglomération,epci,200030674,7.605886945399578,5.95669507151044,5.876530290194515,7.822860085380642,7.792960249829737,7.0109865284629835
CC Berry-Loire-Vauvise,epci,200032514,6.116076294277929,7.452316076294278,5.567484105358765,8.244323342415985,8.974750227066304,7.270990009082652
CA de Bar-le-Duc - Sud Meuse,epci,200033025,5.674107402031931,7.512685050798258,6.384963715529754,7.2058345428156745,6.476632801161103,6.650844702467344
CC Plaines et Monts de France,epci,200033090,4.5164874984901555,5.1497765430607565,3.2152433868824737,1.1768329508394733,3.266859926722229,3.465040061199018
CC Cluses-Arve et Montagnes,epci,200033116,6.8775904346505214,7.005793893626717,3.820693097237593,2.934574571967971,6.23145194540286,5.374020788577132
CC de la Haute Vallée de Chevreuse,epci,200033173,4.296933343926273,6.668149678239454,1.5367045364264718,6.31198855962501,1.0,3.962755223643442
CA Chartres Métropole,epci,200033181,4.904396596656854,5.210381811641548,4.783290143078426,4.856671976743333,4.834846827535072,4.917917471131046
CC des Coëvrons,epci,200033298,6.028420655861289,6.209800226159065,4.4771956275914055,6.563852242744064,8.2,6.295853750471165
CU d'Arras,epci,200033579,3.894796119014429,5.0126104336105906,6.951700008308485,4.562853687582508,3.9007228381784107,4.864536617338884
CC de Fium'orbu Castellu,epci,200033827,7.928213432030226,8.262317834836919,8.118667591950034,6.118127843318683,6.550235176189375,7.395512375665048
CC des Ballons des Hautes-Vosges,epci,200033868,5.667504797194469,9.394428637596771,4.500496261496725,8.157215642162377,9.697214318798386,7.483371931449746
CC Tarn-Agout,epci,200034023,6.776767993314531,5.720916466450782,3.9174414150910546,5.067342177652425,3.1317594623768237,4.922845502977124
CC des Monts d'Alban et du Villefranchois,epci,200034031,8.423850350740452,7.823694466095089,4.253780202650039,7.510366328916602,6.510678098207326,6.904473889321902
CC Centre Tarn,epci,200034049,7.972422494592646,7.075162220620043,7.05416366258111,6.547764960346071,5.934390771449171,6.916780821917809
CC du Lautrécois et du Pays d'Agout,epci,200034056,8.559478393563154,6.37157522369425,6.174654921273497,6.374973989040716,4.923631823541652,6.480862870222654
CC du Cordais et du Causse (4 C),epci,200034064,9.005530973451327,8.414823008849558,5.7334070796460175,8.713938053097346,4.071902654867257,7.187920353982301
CC des Montagnes du Giffre,epci,200034098,8.578522605616405,9.240138351313513,3.0986576628510254,4.609239891295396,3.328172609734003,5.770946224162069
CC Gally Mauldre,epci,200034130,4.062085264975911,6.986273975093173,3.942096173075175,5.1228524679574585,1.2671120807199345,4.27608399236433
CC de Montaigne Montravel et Gurson,epci,200034197,8.325174825174825,7.232933732933733,4.087246087246087,7.675740925740926,7.970612720612721,7.058341658341658
CC de la Costa Verde,epci,200034205,6.420410843260482,7.669449394991089,7.0652846824875715,8.004127192571053,6.6202982834630895,7.155914079354656
CC du Pays de Barr,epci,200034270,4.222245133619268,7.06124216430221,5.708677004289013,4.982926426921808,4.078769383041901,5.21077202243484
CC Pays d'Uzès,epci,200034379,5.8751933623962875,7.397096048375756,6.71653072704261,8.237167768246378,4.031570805793841,6.451511742370974
CC du Piémont Cévenol,epci,200034411,5.575177142857143,8.033554285714287,6.393051428571429,7.248365714285714,5.074422857142857,6.464914285714286
CC Causses Aigoual Cévennes,epci,200034601,8.631256952169077,9.242862439747867,4.3114571746384875,9.088987764182425,5.631998516870597,7.38131256952169
CC du Kochersberg,epci,200034635,5.230502936714769,5.012874868723015,4.601968182348594,4.995760239604808,1.928468629662764,4.35391497141079
CA du Gard Rhodanien,epci,200034692,5.562171534563636,6.565787174558798,5.664202475839729,5.933292114141319,4.997849433460127,5.744660546512722
CA Durance-Lubéron-Verdon Agglomération,epci,200034700,5.036720765176154,7.846083599019498,6.2480574202540975,7.209045612573497,5.030600637646795,6.274101606934009
"CC de Vitry, Champagne et Der",epci,200034718,7.130376958563651,5.6152279622625825,7.192136652674453,6.733469099372428,8.764058019201197,7.0870537384148635
CC Bastides de Lomagne,epci,200034726,6.74805890227577,6.795716198125836,5.506113342257921,7.160196340919232,4.8069611780455155,6.203409192324855
CA du Grand Guéret,epci,200034825,5.7520885547201335,6.700710108604845,7.683618769145085,7.120544416597048,5.8237956001113895,6.6161514898356995
CC des Bastides Dordogne-Périgord,epci,200034833,8.523896173401123,7.44067433770404,4.955793417179556,9.335884399250736,7.9567032378913565,7.642590313085361
CC Côtes de Meuse Woëvre,epci,200034874,4.569685828877005,8.644552139037433,5.622660427807487,4.666276737967914,6.329211229946524,5.966477272727272
CC Pays du Mont-Blanc,epci,200034882,8.751755813694231,8.044391429399568,2.3457893915408796,5.149338922209092,4.403826001649907,5.739020311698736
CC du Frontonnais,epci,200034957,6.603098570466282,5.791931741636105,3.1259262031285084,2.7508045804954717,2.8354539330888406,4.221443005763041
CA Terre de Provence,epci,200035087,5.347737040021488,5.415273301101262,5.684159280150416,6.078767123287672,5.336707628256782,5.572528874563525
CC de la Vallée de la Haute-Sarthe,epci,200035103,8.836764127441983,6.333945194703029,5.792447882522617,6.411433066736594,7.1918185393995016,6.913281762160745
CC des Sources de l'Orne,epci,200035111,8.299022474726376,6.547247054891804,6.570975018798563,6.531456262010193,8.026902832316818,7.1951207285487495
CC de Cèze Cévennes,epci,200035129,6.192693110647181,7.605114822546973,6.8117954070981215,9.09384133611691,8.188152400835072,7.578319415448851
CC Marche Occitane - Val d'Anglin,epci,200035137,6.369083283403236,7.661773517076093,5.293289394847214,9.665068903535051,9.813361294188137,7.7605152786099465
CC Charlieu-Belmont,epci,200035202,1.63403054022841,6.320586851447881,4.340861456862997,7.063347448564952,7.584242268702682,5.388613713161384
CA Var Estérel Méditerranée (Cavem),epci,200035319,6.467285976719282,5.775707606717802,5.425208298870789,7.895585021635222,4.64163887897335,6.041085156583289
CC Cazals-Salviac,epci,200035327,5.961911874533234,8.447908887229275,4.101755041075429,9.43614637789395,6.766616878267364,6.94286781179985
CC du Sud-Artois,epci,200035442,1.8933391857785582,5.083726544496873,5.447053659607155,4.568418742455832,7.367094626723728,4.871926551812429
CA d'Agen,epci,200035459,6.577258476423811,5.56808130722754,5.374436808338351,5.8672217262213735,4.3451612233457215,5.54643190831136
CC du Grand Saint-Émilionnais,epci,200035533,8.443334481570789,5.923045125732002,4.369479848432656,6.1605235962797105,5.897760936961764,6.158828797795383
CC des Landes d'Armagnac,epci,200035541,8.805257312106628,8.141521658644946,5.571177341725287,8.624213254350241,8.430118474639023,7.914457608293224
CC Armagnac Adour,epci,200035632,7.807466196355085,5.983392122281011,5.030276308054086,9.013962375073486,7.229423868312757,7.012904174015285
CC Piège Lauragais Malepère,epci,200035707,6.947918646645125,6.3710321231705,5.5215738452765635,6.989228917189381,5.451878603560793,6.256326427168473
CA Carcassonne Agglo,epci,200035715,6.083526538959951,5.749341043927466,6.998845173973218,6.7177552297751175,5.202209155742835,6.150335428475718
CC Ventoux Sud,epci,200035723,3.064103929294005,8.141199020338622,2.92482163773826,6.012991161750612,5.741667554041103,5.176956660632521
CA Roannais Agglomération,epci,200035731,2.947540068018391,5.621460699931184,6.609253293705805,7.576071888058883,6.6041170075897355,5.8716885914608
CC Astarac Arros en Gascogne,epci,200035756,7.799723374827109,7.3323651452282155,5.188105117565699,8.304979253112034,6.708160442600277,7.066666666666667
CC de la Beauce Loirétaine,epci,200035764,7.125364778750521,5.863557858376511,5.1500208445000295,3.668334226669049,5.810851051158359,5.523625751890894
CC du Pays du Saintois,epci,200035772,3.2224155934563172,6.214270797076227,4.422763661677688,4.68054298642534,4.779881656804734,4.663974939088061
CA Flers Agglo,epci,200035814,7.7892701069270105,5.7721059972106,6.289446768944677,7.3361041376104135,8.19957229195723,7.077299860529986
CC du Châtillonnais en Berry,epci,200035848,5.540549828178694,8.693470790378006,5.791408934707904,9.60274914089347,9.407903780068729,7.807216494845361
CC Castelnaudary Lauragais Audois,epci,200035855,6.719793396052389,6.032097399003874,6.68699501936912,5.549529607083564,4.1451023796347535,5.82670356022874
"CC Région Lézignanaise, Corbières et Minervois",epci,200035863,4.206919314669787,6.575089266960722,7.304587871695622,7.58499114831818,6.920604914933837,6.518438503315631
CC Vexin Centre,epci,200035970,2.451651844996177,6.5526940565772005,2.9333628425415474,2.7936903947527263,2.3249366222687216,3.411267152227275
CC du Pays de Mortagne-au-Perche,epci,200036069,8.691789843406996,6.417752085467583,6.7855992975267085,7.7875750036587155,8.642836235913947,7.66511049319479
CC du Golfe de Saint-Tropez,epci,200036077,7.263554532133138,7.29277440513572,5.822744400251204,7.623682925127346,5.372217570302142,6.67499476658991
CC Cœur de France,epci,200036135,3.1818032876413085,5.636120364808039,6.423461307410846,8.799519414559555,8.663699415651793,6.540920758014309
CC des Hauts du Val de Saône,epci,200036150,6.1298579311964305,6.677586004461665,3.2276623224139955,8.533403780673947,9.420570623458964,6.797816132441
CC de Thann-Cernay,epci,200036465,5.2856145626375985,7.211566342694518,5.771035815926543,5.4147827954679695,5.992106534929925,5.93502121033131
CA de Saintes,epci,200036473,5.247334683425664,5.798540561348307,5.653383320222932,7.734539490200673,5.570586955430216,6.000877002125558
CC de Marana-Golo,epci,200036499,5.081565181000209,7.189412010880938,6.929608704749947,2.873027830089977,4.024189160912325,5.21956057752668
CC des Bastides en Haut-Agenais Périgord,epci,200036523,8.249383875132027,6.924950123224973,4.193404529984743,8.52605328013144,7.367445135547471,7.052247388804131
CC Val de Gray,epci,200036549,4.625634517766497,6.494094103865677,6.584342053885201,7.575263568918391,8.371632174931667,6.730193283873487
CC Porte d'Aquitaine en Pays de Serres,epci,200036572,8.392673153978249,6.680213699675634,3.6823125357756155,6.523373402022515,4.822362144628888,6.02018698721618
CC de la Haute-Somme,epci,200037059,7.4296568177647275,5.185465222976693,6.235896494769682,6.014167737199486,8.804991741603963,6.73403560286291
CC du Provinois,epci,200037133,3.330605043961129,5.893133965756594,6.159706154558075,4.155975242943082,6.588847755668672,5.22565363257751
CC de la Pieve de l'Ornano et du Taravo,epci,200038958,7.4244044343108735,9.273842283198364,3.4549885997326832,8.850538564352544,3.170610897083104,6.434876955735514
CC de Saint-Méen Montauban,epci,200038990,8.177566209528127,6.03082851637765,4.829083078318033,4.35558577959122,5.549586308511844,5.788529978465375
CA Vitré Communauté,epci,200039022,8.035988767366243,5.816669129963543,4.512390383288994,3.703702335205439,5.429771406049857,5.499704404374815
CC Ouche et Montagne,epci,200039055,7.276873265494912,8.277890841813136,6.642923219241443,5.418686401480111,2.7875115633672527,6.080777058279371
"CC Forêts, Seine et Suzon",epci,200039063,7.89649749821301,9.005718370264475,7.245604002859185,6.839599714081487,3.437026447462473,6.884889206576126
CC de Lacq-Orthez,epci,200039204,7.4677273753103135,6.712762356127285,5.273132475739111,6.916666666666667,6.452080042127435,6.564473783194162
CC du Quercy Blanc,epci,200039519,6.547465080186239,8.30923435075013,4.342731505431971,8.864071391619245,5.428737713398862,6.698448008277289
CC Le Tonnerrois en Bourgogne,epci,200039642,8.501294927673552,8.032467942644178,7.570778851620239,8.331438317225697,9.220579874928937,8.331311982818521
CC du Serein,epci,200039709,8.78024861878453,6.7331491712707185,7.225828729281768,7.576519337016575,7.958149171270718,7.654779005524861
"CC Avallon, Vézelay, Morvan",epci,200039758,9.072094137692348,8.265161599488845,7.782066982588787,8.118896757361163,8.074064213833129,8.262456738192856
CC des Gorges de l'Ardèche,epci,200039808,8.131167979002624,7.986089238845144,6.121456692913386,8.476509186351706,6.162204724409449,7.375485564304462
CC Ardèche des Sources et Volcans,epci,200039824,8.245221932114882,8.874778067885117,5.302349869451697,8.808355091383811,7.304751958224543,7.707091383812009
CC Pays des Vans en Cévennes,epci,200039832,8.997840872287595,9.179207600129548,7.748353665119292,9.468206844434848,4.971823383353125,8.073086473064881
CA du Pays de Grasse,epci,200039857,6.17721695900011,6.567908875822344,4.105220073674017,5.787173932575296,3.728114923480848,5.273126952910523
Metz Métropole,epci,200039865,2.146370430580957,5.2513490934543565,6.704400641242747,4.574115468852311,3.4886134254555308,4.4329698119171805
CC du Sud Messin,epci,200039907,2.465613325984445,5.432665809296344,5.848612897299284,3.076305958723743,3.476820380917386,4.06000367444424
CA Cannes Pays de Lérins,epci,200039915,5.345122722672064,5.413335020242915,7.2734375,7.803460273279352,4.46147520242915,6.059366143724696
CC Alpes d'Azur,epci,200039931,7.249844945213976,9.545069257804425,6.4222658672731034,7.73837089104817,6.992867479842878,7.58968368823651
CC Rives de Moselle,epci,200039949,6.513512472310508,5.197804102860445,6.254916690744486,4.882365404988924,5.091592025426177,5.588038139266108
CC Saône Doubs Bresse,epci,200040038,6.7295021055239035,6.17678143836182,4.726859879448435,5.625877301626621,7.717446949054579,6.195293534803072
CC Isle Vern Salembre en Périgord,epci,200040095,8.97082914971199,7.408233366802304,5.031865983195054,8.053955503884161,8.30750938011943,7.554478676742588
CC Cœur de Chartreuse,epci,200040111,8.937103966205116,8.722659000234687,5.337244778221075,5.504165688805445,4.394390988030978,6.57911288429946
CC des Lacs de Champagne,epci,200040137,5.627341826356921,6.270099561074831,5.839631731078043,7.936837597687614,9.376512150733326,7.0100845733861465
CC de l'Outre-Forêt,epci,200040178,2.95793239575623,6.927584505304712,3.5573032321736986,4.5690846286701206,7.9165433012583275,5.1856896126326175
CC Provence Verdon,epci,200040202,8.037090385307886,9.092770975873245,4.360190853438963,7.101278357940223,5.6120363701836515,6.840673388548794
CC Lacs et Gorges du Verdon,epci,200040210,7.467154081187254,8.446311654299432,5.635639458751637,9.101702313400262,5.867743343518114,7.303710170231339
CA du Bocage Bressuirais,epci,200040244,7.318236690403527,6.50871481858257,4.879593082400814,6.020807053238386,7.847161749745677,6.514902678874195
CC Bassée-Montois,epci,200040251,3.135048093438681,5.860657849536242,4.976339745791824,4.772629680522157,6.947311920302302,5.1383974579182405
CA du Pays de Dreux,epci,200040277,3.863299141429094,5.533088939586563,6.015595339684087,4.3767872381184585,6.77788613921736,5.313331359607112
CC du Clunisois,epci,200040293,7.6484796204442524,7.414204586298613,3.1531881245057867,8.406872259363094,4.68535691179642,6.261620300481633
CC Bugey Sud,epci,200040350,7.319593100398054,7.612089046144773,6.054253280259473,6.287335987026389,6.587144331416777,6.7720831490490925
CC Isle Double Landais,epci,200040384,8.38601999504255,6.856316615715112,4.909609187804676,8.91167479137404,9.225894406345533,7.657902999256382
CA Le Grand Périgueux,epci,200040392,6.534676369945539,6.5441515253747164,5.233322087811461,6.863627162754832,4.771275724131283,5.989410574003566
CC du Périgord Ribéracois,epci,200040400,8.859052185889915,6.9489873998877725,5.482732234862011,9.100188746620415,8.23149517930929,7.72449114931388
CC du Pays de Serres en Quercy,epci,200040418,8.173284342775869,7.8892971435344315,7.739243807040417,9.31752992769942,7.363991940263126,8.096669432262653
CC du Val de l'Oise,epci,200040426,1.9578618318224446,5.8685839324788995,5.339668646452016,5.8934667083463586,7.381431697405439,5.288202563301032
CA Luberon Monts de Vaucluse,epci,200040442,5.235165476016912,7.105718763668174,5.632544831608106,6.747029450357195,5.43699883364922,6.031491471059921
CA Montélimar Agglomération,epci,200040459,5.788469582885144,5.683025576670252,5.522962232580375,5.284017569021154,4.404535675869488,5.336602127405283
CC Loué - Brûlon - Noyen,epci,200040475,5.933992138021402,5.783577200262066,5.696331076654292,4.746833369731382,7.384527189342651,5.909052194802358
CC Porte de Drômardèche,epci,200040491,7.52070542405894,7.09448702206038,5.759791675487996,5.268133124444256,7.189630351018335,6.566549519413982
CC du Crestois et de Pays de Saillans Cœur de Drôme,epci,200040509,7.347776147023164,6.846595622487397,6.781251994129283,7.077340310126986,4.296917873779593,6.469976389509284
CC Écueillé-Valençay,epci,200040558,6.267358916478555,8.115846501128669,3.977607223476298,9.542031602708803,9.849300225733634,7.550428893905192
CA de l'Ouest Rhodanien,epci,200040566,5.948763041416377,7.900094846664559,6.007488934555801,6.00430761934872,7.5773593107809045,6.687602750553272
CC Beaujolais Pierres Dorées,epci,200040574,2.961246729781107,5.66859272364533,3.6359752310327305,4.402025183038151,2.2824904481376223,3.790066063126988
CA Villefranche Beaujolais Saône,epci,200040590,4.2943621076387455,5.500846303100359,5.886471535317673,4.82892292449325,4.7692138325833575,5.055963340626677
CC Pays d'Apt-Luberon,epci,200040624,3.486749965673486,7.560174378690101,5.654915556776054,8.737196210352877,5.347178360565701,6.1572428944116435
CC de la Matheysine,epci,200040657,7.475434059844846,8.159005752282443,5.846429890759407,6.247453691487677,5.6954984431896145,6.684764367512798
CC Enclave des Papes-Pays de Grignan,epci,200040681,5.618397964555185,7.341945955430777,6.8583523425162305,7.755922091595017,6.8725214949991225,6.889427969819266
Grenoble-Alpes-Métropole,epci,200040715,3.2861393525884774,5.511259135406273,5.545470276781461,4.241682622726823,2.698414731713456,4.256593223843298
CC du Sud Corse,epci,200040764,7.281081853245084,7.964525498785772,6.902195133565068,5.254654540259987,4.006047331079472,6.281700871387077
CC du Perche et Haut Vendômois,epci,200040772,6.193859839444565,6.889563896723801,5.665871121718377,7.239965285311348,8.613799088739423,6.920611846387504
CC Val Vanoise,epci,200040798,8.674332019272887,9.003504161191415,5.2886552781427945,4.425646079719667,3.5676741130091982,6.1919623302671924
CC Briance Sud Haute Vienne,epci,200040814,6.8611263585464926,7.564825996267428,1.882753320891426,6.676693380173455,5.579097595784389,5.712899330332638
CC du Pays de Fénelon,epci,200040830,8.615480519480519,7.4991168831168835,5.139220779220779,8.480831168831168,7.4928831168831165,7.4455064935064925
CC de Portes Sud Périgord,epci,200040889,8.409485320337573,6.425294187566861,5.8463092832521095,8.827647688101747,6.850231784143587,7.271793652680375
CC Carmausin-Ségala,epci,200040905,6.762699905926623,6.773283160865475,7.061214890471711,8.50376293508937,7.647560811718855,7.349704340814407
CC de Flandre Intérieure,epci,200040947,2.804905207020834,5.122708315019389,4.805725671755502,4.499213721295944,5.2397808187065955,4.494466746759653
CC des Hauts de Flandre,epci,200040954,2.424158718901062,5.187181545008306,5.475708766494336,4.204576419865992,5.332854289927024,4.524895948039344
CC Cœur de Savoie,epci,200041010,8.935243846547866,6.728735880085191,5.621626722023024,4.637937077076537,4.265333081713531,6.03777532148923
CC Vallée de la Dordogne et Forêt Bessède,epci,200041051,8.369697640934765,7.526747148078414,4.8111640270240335,9.114852143094474,7.596522316978624,7.483796655222062
CC du Terrassonnais en Périgord Noir Thenon Hautefort,epci,200041150,7.816558514208995,7.342358469456254,6.187872007160439,8.164197807115686,8.050481091966883,7.5122935779816515
CC de la Vallée de l'Homme,epci,200041168,8.076795085114552,8.750479969281965,5.454690899782414,9.16005375655958,6.949571227441444,7.67831818763599
CC de la Plaine du Rhin,epci,200041283,3.478913043478261,5.251956521739131,4.92625,4.090597826086957,7.333641304347826,5.016271739130435
CA du Niortais,epci,200041317,3.403323487186257,5.323825475667915,4.75697618772587,5.81122625785904,4.097105562798066,4.6784913942474295
CC du Pays Rhénan,epci,200041325,5.582554177456726,5.462968515742129,2.7488346735723046,4.86269592476489,6.316178274499114,4.994646313207032
CC de Parthenay-Gâtine,epci,200041333,7.9538156908915765,6.33142459595419,6.192791394626994,8.132719683185272,8.624076848977845,7.446965642727176
CC Rhône Crussol,epci,200041366,7.03440217712832,7.426344435898953,2.6042418505590725,6.236200674436491,3.3108028160681537,5.322398390818198
